event_id,customer_id,event_type,event_date
EVT0000109,CUST03376,visit,2023-08-15
EVT0000110,CUST03376,cart,2023-08-15
EVT0000111,CUST03376,purchase,2023-08-18
EVT0000112,CUST01314,visit,2024-11-06
EVT0000113,CUST01314,cart,2024-11-07
EVT0000114,CUST01314,purchase,2024-11-09
EVT0000115,CUST04878,visit,2024-02-01
EVT0000116,CUST04878,cart,2024-02-02
EVT0000117,CUST04878,purchase,2024-02-02
EVT0000118,CUST01909,visit,2024-09-14
EVT0000119,CUST01909,cart,2024-09-13
EVT0000120,CUST01909,purchase,2024-09-14
EVT0000121,CUST03780,visit,2024-06-21
EVT0000122,CUST03780,cart,2024-06-25
EVT0000123,CUST03780,purchase,2024-06-26
EVT0000124,CUST02329,visit,2024-09-13
EVT0000125,CUST02329,cart,2024-09-18
EVT0000126,CUST02329,purchase,2024-09-20
EVT0000127,CUST02911,visit,2024-06-19
EVT0000128,CUST02911,cart,2024-06-24
EVT0000129,CUST02911,purchase,2024-06-25
EVT0000130,CUST03585,visit,2024-10-07
EVT0000131,CUST03585,cart,2024-10-09
EVT0000132,CUST03585,purchase,2024-10-12
EVT0000133,CUST00784,visit,2024-03-29
EVT0000134,CUST00784,cart,2024-04-02
EVT0000135,CUST00784,purchase,2024-04-03
EVT0000136,CUST00490,visit,2024-11-07
EVT0000137,CUST00490,cart,2024-11-07
EVT0000138,CUST00490,purchase,2024-11-08
EVT0000139,CUST04416,visit,2024-04-26
EVT0000140,CUST04416,cart,2024-04-29
EVT0000141,CUST04416,purchase,2024-05-01
EVT0000142,CUST04476,visit,2023-12-26
EVT0000143,CUST04476,cart,2023-12-30
EVT0000144,CUST04476,purchase,2024-01-01
EVT0000145,CUST00970,visit,2024-10-05
EVT0000146,CUST00970,cart,2024-10-06
EVT0000147,CUST00970,purchase,2024-10-07
EVT0000148,CUST03139,visit,2024-11-05
EVT0000149,CUST03139,cart,2024-11-09
EVT0000150,CUST03139,purchase,2024-11-12
EVT0000151,CUST03424,visit,2024-08-10
EVT0000152,CUST03424,cart,2024-08-11
EVT0000153,CUST03424,purchase,2024-08-12
EVT0000154,CUST04895,visit,2024-11-04
EVT0000155,CUST04895,cart,2024-11-10
EVT0000156,CUST04895,purchase,2024-11-10
EVT0000157,CUST03318,visit,2024-12-03
EVT0000158,CUST03318,cart,2024-12-06
EVT0000159,CUST03318,purchase,2024-12-06
EVT0000160,CUST01580,visit,2024-12-24
EVT0000161,CUST01580,cart,2024-12-27
EVT0000162,CUST01580,purchase,2024-12-28
EVT0000163,CUST03038,visit,2024-07-16
EVT0000164,CUST03038,cart,2024-07-19
EVT0000165,CUST03038,purchase,2024-07-20
EVT0000166,CUST00193,visit,2024-08-19
EVT0000167,CUST00193,cart,2024-08-17
EVT0000168,CUST00193,purchase,2024-08-19
EVT0000169,CUST00385,visit,2024-09-10
EVT0000170,CUST00385,cart,2024-09-10
EVT0000171,CUST00385,purchase,2024-09-12
EVT0000172,CUST03975,visit,2024-12-05
EVT0000173,CUST03975,cart,2024-12-05
EVT0000174,CUST03975,purchase,2024-12-08
EVT0000175,CUST03227,visit,2024-07-29
EVT0000176,CUST03227,cart,2024-08-02
EVT0000177,CUST03227,purchase,2024-08-04
EVT0000178,CUST01451,visit,2024-06-20
EVT0000179,CUST01451,cart,2024-06-24
EVT0000180,CUST01451,purchase,2024-06-24
EVT0000181,CUST02093,visit,2024-05-19
EVT0000182,CUST02093,cart,2024-05-19
EVT0000183,CUST02093,purchase,2024-05-19
EVT0000184,CUST01132,visit,2024-09-22
EVT0000185,CUST01132,cart,2024-09-28
EVT0000186,CUST01132,purchase,2024-09-28
EVT0000187,CUST04528,visit,2024-08-10
EVT0000188,CUST04528,cart,2024-08-12
EVT0000189,CUST04528,purchase,2024-08-13
EVT0000190,CUST03033,visit,2024-11-24
EVT0000191,CUST03033,cart,2024-11-23
EVT0000192,CUST03033,purchase,2024-11-26
EVT0000193,CUST01069,visit,2024-10-25
EVT0000194,CUST01069,cart,2024-10-28
EVT0000195,CUST01069,purchase,2024-10-28
EVT0000196,CUST04721,visit,2024-09-16
EVT0000197,CUST04721,cart,2024-09-18
EVT0000198,CUST04721,purchase,2024-09-20
EVT0000199,CUST04582,visit,2024-01-21
EVT0000200,CUST04582,cart,2024-01-24
EVT0000201,CUST04582,purchase,2024-01-27
EVT0000202,CUST03967,visit,2024-09-08
EVT0000203,CUST03967,cart,2024-09-08
EVT0000204,CUST03967,purchase,2024-09-10
EVT0000205,CUST02161,visit,2024-03-21
EVT0000206,CUST02161,cart,2024-03-22
EVT0000207,CUST02161,purchase,2024-03-23
EVT0000208,CUST02518,visit,2024-10-01
EVT0000209,CUST02518,cart,2024-10-06
EVT0000210,CUST02518,purchase,2024-10-06
EVT0000211,CUST00115,visit,2024-06-15
EVT0000212,CUST00115,cart,2024-06-19
EVT0000213,CUST00115,purchase,2024-06-21
EVT0000214,CUST03276,visit,2024-01-29
EVT0000215,CUST03276,cart,2024-02-02
EVT0000216,CUST03276,purchase,2024-02-04
EVT0000217,CUST04061,visit,2024-06-14
EVT0000218,CUST04061,cart,2024-06-17
EVT0000219,CUST04061,purchase,2024-06-17
EVT0000220,CUST01148,visit,2024-01-03
EVT0000221,CUST01148,cart,2024-01-03
EVT0000222,CUST01148,purchase,2024-01-04
EVT0000223,CUST03532,visit,2023-11-12
EVT0000224,CUST03532,cart,2023-11-14
EVT0000225,CUST03532,purchase,2023-11-16
EVT0000226,CUST04584,visit,2024-08-06
EVT0000227,CUST04584,cart,2024-08-04
EVT0000228,CUST04584,purchase,2024-08-06
EVT0000229,CUST02161,visit,2024-07-21
EVT0000230,CUST02161,cart,2024-07-25
EVT0000231,CUST02161,purchase,2024-07-28
EVT0000232,CUST01198,visit,2024-05-15
EVT0000233,CUST01198,cart,2024-05-20
EVT0000234,CUST01198,purchase,2024-05-20
EVT0000235,CUST00209,visit,2024-11-05
EVT0000236,CUST00209,cart,2024-11-09
EVT0000237,CUST00209,purchase,2024-11-10
EVT0000238,CUST03200,visit,2024-10-15
EVT0000239,CUST03200,cart,2024-10-17
EVT0000240,CUST03200,purchase,2024-10-20
EVT0000241,CUST01990,visit,2024-02-11
EVT0000242,CUST01990,cart,2024-02-16
EVT0000243,CUST01990,purchase,2024-02-17
EVT0000244,CUST00163,visit,2024-05-16
EVT0000245,CUST00163,cart,2024-05-20
EVT0000246,CUST00163,purchase,2024-05-21
EVT0000247,CUST04322,visit,2024-12-21
EVT0000248,CUST04322,cart,2024-12-25
EVT0000249,CUST04322,purchase,2024-12-26
EVT0000250,CUST00288,visit,2024-12-15
EVT0000251,CUST00288,cart,2024-12-14
EVT0000252,CUST00288,purchase,2024-12-15
EVT0000253,CUST00604,visit,2024-07-23
EVT0000254,CUST00604,cart,2024-07-21
EVT0000255,CUST00604,purchase,2024-07-24
EVT0000256,CUST02824,visit,2024-11-30
EVT0000257,CUST02824,cart,2024-12-06
EVT0000258,CUST02824,purchase,2024-12-07
EVT0000259,CUST02765,visit,2024-04-26
EVT0000260,CUST02765,cart,2024-04-24
EVT0000261,CUST02765,purchase,2024-04-26
EVT0000262,CUST02670,visit,2023-11-25
EVT0000263,CUST02670,cart,2023-11-29
EVT0000264,CUST02670,purchase,2023-12-02
EVT0000265,CUST00130,visit,2023-07-30
EVT0000266,CUST00130,cart,2023-08-03
EVT0000267,CUST00130,purchase,2023-08-06
EVT0000268,CUST04961,visit,2024-11-29
EVT0000269,CUST04961,cart,2024-12-02
EVT0000270,CUST04961,purchase,2024-12-02
EVT0000271,CUST02749,visit,2024-10-31
EVT0000272,CUST02749,cart,2024-10-31
EVT0000273,CUST02749,purchase,2024-11-01
EVT0000274,CUST03079,visit,2024-05-12
EVT0000275,CUST03079,cart,2024-05-14
EVT0000276,CUST03079,purchase,2024-05-16
EVT0000277,CUST04171,visit,2023-12-28
EVT0000278,CUST04171,cart,2023-12-27
EVT0000279,CUST04171,purchase,2023-12-28
EVT0000280,CUST00370,visit,2024-10-12
EVT0000281,CUST00370,cart,2024-10-12
EVT0000282,CUST00370,purchase,2024-10-12
EVT0000283,CUST01008,visit,2023-10-29
EVT0000284,CUST01008,cart,2023-10-28
EVT0000285,CUST01008,purchase,2023-10-29
EVT0000286,CUST04673,visit,2024-12-15
EVT0000287,CUST04673,cart,2024-12-19
EVT0000288,CUST04673,purchase,2024-12-19
EVT0000289,CUST04810,visit,2024-11-10
EVT0000290,CUST04810,cart,2024-11-11
EVT0000291,CUST04810,purchase,2024-11-12
EVT0000292,CUST00810,visit,2024-09-08
EVT0000293,CUST00810,cart,2024-09-11
EVT0000294,CUST00810,purchase,2024-09-13
EVT0000295,CUST04136,visit,2023-11-27
EVT0000296,CUST04136,cart,2023-11-24
EVT0000297,CUST04136,purchase,2023-11-27
EVT0000298,CUST02656,visit,2024-09-03
EVT0000299,CUST02656,cart,2024-09-01
EVT0000300,CUST02656,purchase,2024-09-04
EVT0000301,CUST00643,visit,2024-12-03
EVT0000302,CUST00643,cart,2024-12-04
EVT0000303,CUST00643,purchase,2024-12-05
EVT0000304,CUST04715,visit,2024-09-17
EVT0000305,CUST04715,cart,2024-09-18
EVT0000306,CUST04715,purchase,2024-09-20
EVT0000307,CUST00391,visit,2024-11-27
EVT0000308,CUST00391,cart,2024-11-30
EVT0000309,CUST00391,purchase,2024-11-30
EVT0000310,CUST03389,visit,2024-05-30
EVT0000311,CUST03389,cart,2024-06-01
EVT0000312,CUST03389,purchase,2024-06-02
EVT0000313,CUST02851,visit,2024-07-31
EVT0000314,CUST02851,cart,2024-08-03
EVT0000315,CUST02851,purchase,2024-08-06
EVT0000316,CUST04983,visit,2024-11-29
EVT0000317,CUST04983,cart,2024-12-01
EVT0000318,CUST04983,purchase,2024-12-02
EVT0000319,CUST04836,visit,2024-06-21
EVT0000320,CUST04836,cart,2024-06-19
EVT0000321,CUST04836,purchase,2024-06-22
EVT0000322,CUST01067,visit,2024-05-21
EVT0000323,CUST01067,cart,2024-05-27
EVT0000324,CUST01067,purchase,2024-05-27
EVT0000325,CUST03439,visit,2024-06-13
EVT0000326,CUST03439,cart,2024-06-12
EVT0000327,CUST03439,purchase,2024-06-15
EVT0000328,CUST00219,visit,2024-05-26
EVT0000329,CUST00219,cart,2024-05-27
EVT0000330,CUST00219,purchase,2024-05-27
EVT0000331,CUST04003,visit,2024-11-04
EVT0000332,CUST04003,cart,2024-11-04
EVT0000333,CUST04003,purchase,2024-11-06
EVT0000334,CUST00059,visit,2024-12-05
EVT0000335,CUST00059,cart,2024-12-07
EVT0000336,CUST00059,purchase,2024-12-08
EVT0000337,CUST02211,visit,2024-09-17
EVT0000338,CUST02211,cart,2024-09-19
EVT0000339,CUST02211,purchase,2024-09-20
EVT0000340,CUST00209,visit,2024-10-05
EVT0000341,CUST00209,cart,2024-10-08
EVT0000342,CUST00209,purchase,2024-10-10
EVT0000343,CUST03279,visit,2024-09-26
EVT0000344,CUST03279,cart,2024-10-01
EVT0000345,CUST03279,purchase,2024-10-03
EVT0000346,CUST04238,visit,2024-06-02
EVT0000347,CUST04238,cart,2024-06-04
EVT0000348,CUST04238,purchase,2024-06-06
EVT0000349,CUST00962,visit,2024-10-03
EVT0000350,CUST00962,cart,2024-10-05
EVT0000351,CUST00962,purchase,2024-10-08
EVT0000352,CUST01971,visit,2023-10-22
EVT0000353,CUST01971,cart,2023-10-23
EVT0000354,CUST01971,purchase,2023-10-25
EVT0000355,CUST04804,visit,2023-11-23
EVT0000356,CUST04804,cart,2023-11-24
EVT0000357,CUST04804,purchase,2023-11-26
EVT0000358,CUST02653,visit,2024-12-15
EVT0000359,CUST02653,cart,2024-12-19
EVT0000360,CUST02653,purchase,2024-12-19
EVT0000361,CUST04702,visit,2024-02-27
EVT0000362,CUST04702,cart,2024-02-26
EVT0000363,CUST04702,purchase,2024-02-27
EVT0000364,CUST00773,visit,2024-12-10
EVT0000365,CUST00773,cart,2024-12-09
EVT0000366,CUST00773,purchase,2024-12-12
EVT0000367,CUST01786,visit,2024-11-17
EVT0000368,CUST01786,cart,2024-11-21
EVT0000369,CUST01786,purchase,2024-11-24
EVT0000370,CUST01570,visit,2024-09-10
EVT0000371,CUST01570,cart,2024-09-13
EVT0000372,CUST01570,purchase,2024-09-16
EVT0000373,CUST03079,visit,2023-12-02
EVT0000374,CUST03079,cart,2023-12-03
EVT0000375,CUST03079,purchase,2023-12-03
EVT0000376,CUST04151,visit,2024-06-18
EVT0000377,CUST04151,cart,2024-06-21
EVT0000378,CUST04151,purchase,2024-06-21
EVT0000379,CUST00607,visit,2024-12-06
EVT0000380,CUST00607,cart,2024-12-05
EVT0000381,CUST00607,purchase,2024-12-07
EVT0000382,CUST01345,visit,2024-12-23
EVT0000383,CUST01345,cart,2024-12-25
EVT0000384,CUST01345,purchase,2024-12-27
EVT0000385,CUST01287,visit,2024-07-04
EVT0000386,CUST01287,cart,2024-07-08
EVT0000387,CUST01287,purchase,2024-07-08
EVT0000388,CUST00721,visit,2023-04-03
EVT0000389,CUST00721,cart,2023-04-01
EVT0000390,CUST00721,purchase,2023-04-03
EVT0000391,CUST00534,visit,2024-01-03
EVT0000392,CUST00534,cart,2024-01-09
EVT0000393,CUST00534,purchase,2024-01-09
EVT0000394,CUST00809,visit,2024-08-15
EVT0000395,CUST00809,cart,2024-08-20
EVT0000396,CUST00809,purchase,2024-08-21
EVT0000397,CUST04035,visit,2024-12-22
EVT0000398,CUST04035,cart,2024-12-26
EVT0000399,CUST04035,purchase,2024-12-29
EVT0000400,CUST03816,visit,2024-06-25
EVT0000401,CUST03816,cart,2024-07-01
EVT0000402,CUST03816,purchase,2024-07-01
EVT0000403,CUST02405,visit,2024-11-19
EVT0000404,CUST02405,cart,2024-11-21
EVT0000405,CUST02405,purchase,2024-11-23
EVT0000406,CUST02259,visit,2024-03-21
EVT0000407,CUST02259,cart,2024-03-18
EVT0000408,CUST02259,purchase,2024-03-21
EVT0000409,CUST01220,visit,2024-11-17
EVT0000410,CUST01220,cart,2024-11-21
EVT0000411,CUST01220,purchase,2024-11-22
EVT0000412,CUST01955,visit,2024-12-17
EVT0000413,CUST01955,cart,2024-12-23
EVT0000414,CUST01955,purchase,2024-12-24
EVT0000415,CUST04853,visit,2024-08-02
EVT0000416,CUST04853,cart,2024-08-02
EVT0000417,CUST04853,purchase,2024-08-02
EVT0000418,CUST00274,visit,2024-03-03
EVT0000419,CUST00274,cart,2024-03-06
EVT0000420,CUST00274,purchase,2024-03-06
EVT0000421,CUST01918,visit,2024-07-12
EVT0000422,CUST01918,cart,2024-07-10
EVT0000423,CUST01918,purchase,2024-07-12
EVT0000424,CUST00635,visit,2024-12-01
EVT0000425,CUST00635,cart,2024-12-08
EVT0000426,CUST00635,purchase,2024-12-08
EVT0000427,CUST03145,visit,2023-12-24
EVT0000428,CUST03145,cart,2023-12-28
EVT0000429,CUST03145,purchase,2023-12-30
EVT0000430,CUST02900,visit,2023-10-06
EVT0000431,CUST02900,cart,2023-10-09
EVT0000432,CUST02900,purchase,2023-10-09
EVT0000433,CUST04035,visit,2024-12-16
EVT0000434,CUST04035,cart,2024-12-18
EVT0000435,CUST04035,purchase,2024-12-21
EVT0000436,CUST02107,visit,2024-12-22
EVT0000437,CUST02107,cart,2024-12-25
EVT0000438,CUST02107,purchase,2024-12-28
EVT0000439,CUST02945,visit,2023-10-28
EVT0000440,CUST02945,cart,2023-10-30
EVT0000441,CUST02945,purchase,2023-11-01
EVT0000442,CUST02563,visit,2024-05-22
EVT0000443,CUST02563,cart,2024-05-27
EVT0000444,CUST02563,purchase,2024-05-29
EVT0000445,CUST04646,visit,2023-09-19
EVT0000446,CUST04646,cart,2023-09-24
EVT0000447,CUST04646,purchase,2023-09-25
EVT0000448,CUST01396,visit,2024-11-28
EVT0000449,CUST01396,cart,2024-11-26
EVT0000450,CUST01396,purchase,2024-11-29
EVT0000451,CUST00068,visit,2024-04-08
EVT0000452,CUST00068,cart,2024-04-11
EVT0000453,CUST00068,purchase,2024-04-13
EVT0000454,CUST04514,visit,2024-07-29
EVT0000455,CUST04514,cart,2024-07-26
EVT0000456,CUST04514,purchase,2024-07-29
EVT0000457,CUST02420,visit,2024-05-30
EVT0000458,CUST02420,cart,2024-06-01
EVT0000459,CUST02420,purchase,2024-06-04
EVT0000460,CUST03794,visit,2024-07-22
EVT0000461,CUST03794,cart,2024-07-21
EVT0000462,CUST03794,purchase,2024-07-22
EVT0000463,CUST04267,visit,2024-06-03
EVT0000464,CUST04267,cart,2024-06-03
EVT0000465,CUST04267,purchase,2024-06-05
EVT0000466,CUST00599,visit,2024-12-22
EVT0000467,CUST00599,cart,2024-12-25
EVT0000468,CUST00599,purchase,2024-12-27
EVT0000469,CUST02146,visit,2024-10-31
EVT0000470,CUST02146,cart,2024-10-30
EVT0000471,CUST02146,purchase,2024-11-02
EVT0000472,CUST03196,visit,2024-08-30
EVT0000473,CUST03196,cart,2024-09-06
EVT0000474,CUST03196,purchase,2024-09-06
EVT0000475,CUST03254,visit,2024-11-05
EVT0000476,CUST03254,cart,2024-11-08
EVT0000477,CUST03254,purchase,2024-11-08
EVT0000478,CUST05000,visit,2023-10-20
EVT0000479,CUST05000,cart,2023-10-22
EVT0000480,CUST05000,purchase,2023-10-25
EVT0000481,CUST01715,visit,2024-08-11
EVT0000482,CUST01715,cart,2024-08-17
EVT0000483,CUST01715,purchase,2024-08-17
EVT0000484,CUST02273,visit,2024-07-17
EVT0000485,CUST02273,cart,2024-07-17
EVT0000486,CUST02273,purchase,2024-07-17
EVT0000487,CUST03079,visit,2024-02-08
EVT0000488,CUST03079,cart,2024-02-11
EVT0000489,CUST03079,purchase,2024-02-13
EVT0000490,CUST01772,visit,2024-05-15
EVT0000491,CUST01772,cart,2024-05-15
EVT0000492,CUST01772,purchase,2024-05-16
EVT0000493,CUST01027,visit,2024-11-29
EVT0000494,CUST01027,cart,2024-11-30
EVT0000495,CUST01027,purchase,2024-12-02
EVT0000496,CUST02396,visit,2024-06-07
EVT0000497,CUST02396,cart,2024-06-07
EVT0000498,CUST02396,purchase,2024-06-08
EVT0000499,CUST04173,visit,2024-11-17
EVT0000500,CUST04173,cart,2024-11-20
EVT0000501,CUST04173,purchase,2024-11-20
EVT0000502,CUST02687,visit,2024-11-14
EVT0000503,CUST02687,cart,2024-11-19
EVT0000504,CUST02687,purchase,2024-11-19
EVT0000505,CUST04040,visit,2024-05-27
EVT0000506,CUST04040,cart,2024-05-29
EVT0000507,CUST04040,purchase,2024-05-30
EVT0000508,CUST04836,visit,2024-01-19
EVT0000509,CUST04836,cart,2024-01-23
EVT0000510,CUST04836,purchase,2024-01-26
EVT0000511,CUST00765,visit,2024-08-17
EVT0000512,CUST00765,cart,2024-08-22
EVT0000513,CUST00765,purchase,2024-08-24
EVT0000514,CUST02566,visit,2024-11-26
EVT0000515,CUST02566,cart,2024-12-01
EVT0000516,CUST02566,purchase,2024-12-03
EVT0000517,CUST04126,visit,2023-06-30
EVT0000518,CUST04126,cart,2023-07-03
EVT0000519,CUST04126,purchase,2023-07-06
EVT0000520,CUST01100,visit,2024-10-07
EVT0000521,CUST01100,cart,2024-10-07
EVT0000522,CUST01100,purchase,2024-10-10
EVT0000523,CUST04898,visit,2023-12-06
EVT0000524,CUST04898,cart,2023-12-06
EVT0000525,CUST04898,purchase,2023-12-06
EVT0000526,CUST00892,visit,2024-09-29
EVT0000527,CUST00892,cart,2024-09-28
EVT0000528,CUST00892,purchase,2024-09-29
EVT0000529,CUST01292,visit,2023-02-15
EVT0000530,CUST01292,cart,2023-02-17
EVT0000531,CUST01292,purchase,2023-02-17
EVT0000532,CUST01774,visit,2024-12-15
EVT0000533,CUST01774,cart,2024-12-18
EVT0000534,CUST01774,purchase,2024-12-21
EVT0000535,CUST03381,visit,2023-09-04
EVT0000536,CUST03381,cart,2023-09-07
EVT0000537,CUST03381,purchase,2023-09-07
EVT0000538,CUST03619,visit,2024-05-11
EVT0000539,CUST03619,cart,2024-05-15
EVT0000540,CUST03619,purchase,2024-05-18
EVT0000541,CUST03422,visit,2024-10-02
EVT0000542,CUST03422,cart,2024-10-02
EVT0000543,CUST03422,purchase,2024-10-03
EVT0000544,CUST04841,visit,2024-12-23
EVT0000545,CUST04841,cart,2024-12-25
EVT0000546,CUST04841,purchase,2024-12-25
EVT0000547,CUST01326,visit,2024-10-30
EVT0000548,CUST01326,cart,2024-11-01
EVT0000549,CUST01326,purchase,2024-11-03
EVT0000550,CUST04017,visit,2023-04-12
EVT0000551,CUST04017,cart,2023-04-12
EVT0000552,CUST04017,purchase,2023-04-14
EVT0000553,CUST01286,visit,2024-11-26
EVT0000554,CUST01286,cart,2024-11-24
EVT0000555,CUST01286,purchase,2024-11-27
EVT0000556,CUST04305,visit,2024-08-14
EVT0000557,CUST04305,cart,2024-08-20
EVT0000558,CUST04305,purchase,2024-08-20
EVT0000559,CUST00025,visit,2024-08-08
EVT0000560,CUST00025,cart,2024-08-14
EVT0000561,CUST00025,purchase,2024-08-15
EVT0000562,CUST04380,visit,2024-05-27
EVT0000563,CUST04380,cart,2024-05-30
EVT0000564,CUST04380,purchase,2024-06-01
EVT0000565,CUST03841,visit,2024-09-28
EVT0000566,CUST03841,cart,2024-09-29
EVT0000567,CUST03841,purchase,2024-10-01
EVT0000568,CUST00918,visit,2024-10-28
EVT0000569,CUST00918,cart,2024-10-30
EVT0000570,CUST00918,purchase,2024-11-02
EVT0000571,CUST03891,visit,2024-11-22
EVT0000572,CUST03891,cart,2024-11-24
EVT0000573,CUST03891,purchase,2024-11-27
EVT0000574,CUST00876,visit,2024-11-28
EVT0000575,CUST00876,cart,2024-11-29
EVT0000576,CUST00876,purchase,2024-12-01
EVT0000577,CUST02854,visit,2023-10-13
EVT0000578,CUST02854,cart,2023-10-14
EVT0000579,CUST02854,purchase,2023-10-15
EVT0000580,CUST03453,visit,2024-05-28
EVT0000581,CUST03453,cart,2024-06-01
EVT0000582,CUST03453,purchase,2024-06-04
EVT0000583,CUST02801,visit,2023-10-21
EVT0000584,CUST02801,cart,2023-10-22
EVT0000585,CUST02801,purchase,2023-10-24
EVT0000586,CUST00343,visit,2024-07-04
EVT0000587,CUST00343,cart,2024-07-07
EVT0000588,CUST00343,purchase,2024-07-08
EVT0000589,CUST01598,visit,2024-11-25
EVT0000590,CUST01598,cart,2024-11-27
EVT0000591,CUST01598,purchase,2024-11-28
EVT0000592,CUST04980,visit,2024-09-02
EVT0000593,CUST04980,cart,2024-09-02
EVT0000594,CUST04980,purchase,2024-09-05
EVT0000595,CUST01037,visit,2024-08-27
EVT0000596,CUST01037,cart,2024-08-27
EVT0000597,CUST01037,purchase,2024-08-29
EVT0000598,CUST00909,visit,2024-08-27
