customer_id,signup_date,city,state,acquisition_channel,age,gender
CUST00138,2024-07-18,Hubli,Karnataka,Paid Search,47,Other
CUST00139,2023-03-28,Kanpur,Uttar Pradesh,Paid Search,56,Other
CUST00140,2023-11-17,Bangalore,Karnataka,Social Media,24,Other
CUST00141,2023-08-22,Pune,Maharashtra,Email,61,F
CUST00142,2024-01-03,Kolkata,West Bengal,Organic,55,Other
CUST00143,2024-05-18,Chennai,Tamil Nadu,Direct,37,Other
CUST00144,2024-04-25,Hubli,Karnataka,Organic,40,Other
CUST00145,2024-02-19,Siliguri,West Bengal,Organic,50,Other
CUST00146,2024-07-23,Ahmedabad,Gujarat,Referral,49,M
CUST00147,2024-08-21,Siliguri,West Bengal,Direct,47,Other
CUST00148,2024-04-29,Delhi,Delhi,Paid Search,64,Other
CUST00149,2023-04-13,Agra,Uttar Pradesh,Email,48,F
CUST00150,2023-07-25,Siliguri,West Bengal,Social Media,33,M
CUST00151,2024-10-07,Kanpur,Uttar Pradesh,Paid Search,47,Other
CUST00152,2023-02-22,Siliguri,West Bengal,Organic,49,F
CUST00153,2023-04-17,Delhi,Delhi,Paid Search,40,F
CUST00154,2024-06-10,Surat,Gujarat,Email,62,F
CUST00155,2023-05-21,Nagpur,Maharashtra,Paid Search,23,M
CUST00156,2023-06-04,Siliguri,West Bengal,Email,33,Other
CUST00157,2024-12-04,Udaipur,Rajasthan,Direct,49,F
CUST00158,2023-06-23,Mumbai,Maharashtra,Social Media,32,F
CUST00159,2023-03-26,Coimbatore,Tamil Nadu,Direct,55,F
CUST00160,2023-11-29,Udaipur,Rajasthan,Email,40,F
CUST00161,2023-05-09,Surat,Gujarat,Direct,47,F
CUST00162,2024-07-24,Kanpur,Uttar Pradesh,Paid Search,25,Other
CUST00163,2024-02-12,Coimbatore,Tamil Nadu,Organic,65,Other
CUST00164,2024-09-20,New Delhi,Delhi,Paid Search,65,F
CUST00165,2023-10-23,Agra,Uttar Pradesh,Email,51,Other
CUST00166,2023-06-08,Lucknow,Uttar Pradesh,Paid Search,36,M
CUST00167,2023-10-13,Ahmedabad,Gujarat,Social Media,18,Other
CUST00168,2023-04-27,Delhi,Delhi,Organic,21,Other
CUST00169,2023-08-02,Agra,Uttar Pradesh,Paid Search,58,F
CUST00170,2023-06-11,Bangalore,Karnataka,Email,36,F
CUST00171,2024-03-17,Jodhpur,Rajasthan,Social Media,29,M
CUST00172,2023-08-29,Kanpur,Uttar Pradesh,Organic,22,F
CUST00173,2023-09-16,Jaipur,Rajasthan,Email,58,Other
CUST00174,2024-08-07,Mumbai,Maharashtra,Paid Search,54,F
CUST00175,2023-06-20,Bangalore,Karnataka,Organic,53,F
CUST00176,2024-11-27,Madurai,Tamil Nadu,Referral,46,F
CUST00177,2023-08-16,Agra,Uttar Pradesh,Referral,37,Other
CUST00178,2024-12-14,Nagpur,Maharashtra,Direct,24,M
CUST00179,2024-05-03,Coimbatore,Tamil Nadu,Direct,23,M
CUST00180,2023-11-17,Chennai,Tamil Nadu,Email,22,M
CUST00181,2023-06-23,Pune,Maharashtra,Referral,62,Other
CUST00182,2024-07-31,Jodhpur,Rajasthan,Organic,32,F
CUST00183,2023-10-11,Agra,Uttar Pradesh,Referral,22,Other
CUST00184,2024-12-12,Coimbatore,Tamil Nadu,Direct,55,Other
CUST00185,2024-07-18,Coimbatore,Tamil Nadu,Organic,52,M
CUST00186,2024-09-24,Delhi,Delhi,Paid Search,22,M
CUST00187,2024-06-25,Delhi,Delhi,Email,65,Other
CUST00188,2024-01-13,Kanpur,Uttar Pradesh,Organic,47,Other
CUST00189,2023-03-11,Agra,Uttar Pradesh,Referral,35,Other
CUST00190,2023-01-19,Jodhpur,Rajasthan,Organic,56,M
CUST00191,2024-08-10,Siliguri,West Bengal,Email,34,M
CUST00192,2024-04-29,Bangalore,Karnataka,Direct,54,Other
CUST00193,2023-07-24,Nagpur,Maharashtra,Social Media,54,M
CUST00194,2023-08-22,Delhi,Delhi,Email,59,F
CUST00195,2023-11-17,Lucknow,Uttar Pradesh,Email,45,Other
CUST00196,2023-03-27,Jaipur,Rajasthan,Referral,40,F
CUST00197,2024-05-28,Surat,Gujarat,Direct,24,M
CUST00198,2023-06-17,Surat,Gujarat,Direct,49,F
CUST00199,2023-08-09,Kolkata,West Bengal,Referral,23,F
CUST00200,2024-12-28,Kanpur,Uttar Pradesh,Organic,43,Other
CUST00201,2023-05-06,Nagpur,Maharashtra,Email,47,F
CUST00202,2024-02-14,Mumbai,Maharashtra,Email,41,Other
CUST00203,2024-10-31,Udaipur,Rajasthan,Referral,21,M
CUST00204,2023-09-12,Agra,Uttar Pradesh,Paid Search,36,F
CUST00205,2023-03-11,Jaipur,Rajasthan,Organic,58,Other
CUST00206,2024-07-22,Madurai,Tamil Nadu,Paid Search,37,Other
CUST00207,2024-07-01,Nagpur,Maharashtra,Referral,23,M
CUST00208,2024-09-10,Mysore,Karnataka,Organic,59,M
CUST00209,2024-01-16,Udaipur,Rajasthan,Social Media,50,Other
CUST00210,2023-07-23,Kanpur,Uttar Pradesh,Referral,48,M
CUST00211,2023-12-08,Udaipur,Rajasthan,Paid Search,42,M
CUST00212,2024-12-28,New Delhi,Delhi,Social Media,44,F
CUST00213,2024-11-05,Lucknow,Uttar Pradesh,Social Media,64,F
CUST00214,2024-12-25,Jaipur,Rajasthan,Referral,52,F
CUST00215,2024-02-03,Surat,Gujarat,Email,52,F
CUST00216,2023-06-13,Jodhpur,Rajasthan,Paid Search,62,M
CUST00217,2023-03-23,Kolkata,West Bengal,Referral,20,F
CUST00218,2023-02-26,Udaipur,Rajasthan,Referral,42,Other
CUST00219,2023-01-24,Delhi,Delhi,Organic,26,Other
CUST00220,2024-10-14,Ahmedabad,Gujarat,Referral,24,Other
CUST00221,2023-12-09,Jaipur,Rajasthan,Direct,27,F
CUST00222,2023-06-19,New Delhi,Delhi,Referral,34,F
CUST00223,2024-08-20,Kolkata,West Bengal,Social Media,61,Other
CUST00224,2024-09-23,Siliguri,West Bengal,Direct,63,F
CUST00225,2024-05-24,Nagpur,Maharashtra,Organic,33,Other
CUST00226,2024-06-12,Lucknow,Uttar Pradesh,Direct,23,F
CUST00227,2023-02-28,Hubli,Karnataka,Direct,24,F
CUST00228,2024-05-04,Delhi,Delhi,Organic,20,F
CUST00229,2024-01-14,Pune,Maharashtra,Social Media,41,F
CUST00230,2023-07-24,New Delhi,Delhi,Email,44,Other
CUST00231,2023-05-28,New Delhi,Delhi,Paid Search,23,Other
CUST00232,2024-08-26,Kolkata,West Bengal,Referral,55,M
CUST00233,2023-01-18,Coimbatore,Tamil Nadu,Direct,34,F
CUST00234,2024-12-22,Agra,Uttar Pradesh,Organic,47,F
CUST00235,2023-08-31,New Delhi,Delhi,Referral,40,Other
CUST00236,2024-01-19,Agra,Uttar Pradesh,Referral,62,F
CUST00237,2023-02-21,Jodhpur,Rajasthan,Paid Search,42,F
CUST00238,2024-03-21,Bangalore,Karnataka,Referral,54,F
CUST00239,2024-11-13,Agra,Uttar Pradesh,Social Media,19,Other
CUST00240,2023-07-18,Siliguri,West Bengal,Organic,54,Other
CUST00241,2024-11-18,Nagpur,Maharashtra,Direct,49,F
CUST00242,2024-08-21,Madurai,Tamil Nadu,Social Media,32,Other
CUST00243,2023-07-18,Madurai,Tamil Nadu,Social Media,61,Other
CUST00244,2024-03-28,New Delhi,Delhi,Direct,59,M
CUST00245,2023-04-15,Kanpur,Uttar Pradesh,Organic,55,F
CUST00246,2024-12-23,New Delhi,Delhi,Social Media,38,Other
CUST00247,2023-08-31,Kolkata,West Bengal,Paid Search,26,Other
CUST00248,2023-03-09,Vadodara,Gujarat,Email,35,M
CUST00249,2024-12-02,Kanpur,Uttar Pradesh,Social Media,65,F
CUST00250,2023-01-02,Mysore,Karnataka,Organic,27,M
CUST00251,2024-04-25,Siliguri,West Bengal,Organic,43,M
CUST00252,2024-12-21,Agra,Uttar Pradesh,Organic,47,F
CUST00253,2024-11-03,Agra,Uttar Pradesh,Referral,58,F
CUST00254,2023-01-01,Hubli,Karnataka,Paid Search,48,M
CUST00255,2024-02-10,Vadodara,Gujarat,Paid Search,59,M
CUST00256,2024-07-11,Udaipur,Rajasthan,Social Media,59,F
CUST00257,2024-10-17,Bangalore,Karnataka,Organic,20,F
CUST00258,2024-09-11,Jaipur,Rajasthan,Organic,33,Other
CUST00259,2023-03-25,Delhi,Delhi,Referral,41,Other
CUST00260,2023-10-08,Kolkata,West Bengal,Referral,59,M
CUST00261,2024-04-24,Udaipur,Rajasthan,Referral,35,M
CUST00262,2023-02-18,Ahmedabad,Gujarat,Referral,46,M
CUST00263,2023-01-14,Ahmedabad,Gujarat,Direct,41,Other
CUST00264,2024-02-14,Ahmedabad,Gujarat,Referral,35,M
CUST00265,2023-11-21,Mysore,Karnataka,Organic,60,M
CUST00266,2024-07-11,Mumbai,Maharashtra,Social Media,33,M
CUST00267,2024-11-12,Chennai,Tamil Nadu,Email,31,Other
CUST00268,2024-12-01,Chennai,Tamil Nadu,Social Media,27,Other
CUST00269,2024-02-26,Pune,Maharashtra,Paid Search,26,Other
CUST00270,2024-10-11,Lucknow,Uttar Pradesh,Organic,60,M
CUST00271,2023-07-18,New Delhi,Delhi,Social Media,33,Other
CUST00272,2024-09-13,Ahmedabad,Gujarat,Paid Search,34,M
CUST00273,2024-04-20,Delhi,Delhi,Email,25,Other
CUST00274,2023-12-12,Mysore,Karnataka,Referral,41,Other
CUST00275,2024-06-14,Mysore,Karnataka,Email,32,Other
CUST00276,2024-10-17,Nagpur,Maharashtra,Direct,51,F
CUST00277,2023-07-29,Udaipur,Rajasthan,Organic,21,F
CUST00278,2024-11-18,Siliguri,West Bengal,Direct,24,F
CUST00279,2023-04-27,Jaipur,Rajasthan,Organic,38,Other
CUST00280,2023-11-27,New Delhi,Delhi,Paid Search,35,Other
CUST00281,2024-04-10,Surat,Gujarat,Email,51,F
CUST00282,2023-09-02,Udaipur,Rajasthan,Email,45,M
CUST00283,2024-11-02,Hubli,Karnataka,Direct,53,Other
CUST00284,2024-06-03,Coimbatore,Tamil Nadu,Referral,32,F
CUST00285,2024-08-06,Surat,Gujarat,Referral,44,Other
CUST00286,2023-09-28,Mysore,Karnataka,Referral,38,Other
CUST00287,2024-06-05,Kanpur,Uttar Pradesh,Paid Search,61,F
CUST00288,2024-12-09,Bangalore,Karnataka,Organic,23,F
CUST00289,2023-09-15,Hubli,Karnataka,Direct,41,M
CUST00290,2023-07-30,Nagpur,Maharashtra,Email,53,F
CUST00291,2023-06-25,Mysore,Karnataka,Social Media,60,F
CUST00292,2023-06-11,Pune,Maharashtra,Email,37,F
CUST00293,2023-05-18,Hubli,Karnataka,Email,31,M
CUST00294,2023-11-18,Jaipur,Rajasthan,Organic,40,Other
CUST00295,2024-08-21,Ahmedabad,Gujarat,Social Media,54,M
CUST00296,2024-09-16,Kolkata,West Bengal,Email,60,Other
CUST00297,2024-01-30,Lucknow,Uttar Pradesh,Paid Search,35,Other
CUST00298,2024-04-13,Kanpur,Uttar Pradesh,Social Media,18,M
CUST00299,2024-08-30,Delhi,Delhi,Organic,27,Other
CUST00300,2023-09-20,Mumbai,Maharashtra,Direct,51,M
CUST00301,2023-08-08,Siliguri,West Bengal,Referral,39,M
CUST00302,2023-04-28,Surat,Gujarat,Direct,38,Other
CUST00303,2023-02-20,Bangalore,Karnataka,Paid Search,28,Other
CUST00304,2023-09-23,Nagpur,Maharashtra,Organic,35,F
CUST00305,2023-09-30,Siliguri,West Bengal,Email,46,F
CUST00306,2023-10-01,Lucknow,Uttar Pradesh,Email,25,F
CUST00307,2023-10-24,Kolkata,West Bengal,Social Media,61,Other
CUST00308,2023-08-13,Udaipur,Rajasthan,Direct,37,M
CUST00309,2023-09-30,Coimbatore,Tamil Nadu,Email,21,M
CUST00310,2023-03-02,Coimbatore,Tamil Nadu,Paid Search,26,F
CUST00311,2024-12-21,Kanpur,Uttar Pradesh,Organic,18,F
CUST00312,2023-05-05,Kolkata,West Bengal,Paid Search,42,Other
CUST00313,2024-11-10,Madurai,Tamil Nadu,Email,60,F
CUST00314,2024-01-07,Mysore,Karnataka,Direct,20,F
CUST00315,2024-04-24,Pune,Maharashtra,Organic,38,Other
CUST00316,2024-01-03,Siliguri,West Bengal,Direct,58,F
CUST00317,2023-09-24,Lucknow,Uttar Pradesh,Referral,19,F
CUST00318,2023-06-11,Delhi,Delhi,Direct,41,M
CUST00319,2023-03-08,Kolkata,West Bengal,Paid Search,45,Other
CUST00320,2023-01-05,Kolkata,West Bengal,Referral,37,Other
CUST00321,2024-01-05,Ahmedabad,Gujarat,Social Media,28,M
CUST00322,2023-11-11,Hubli,Karnataka,Email,30,F
CUST00323,2024-03-22,Vadodara,Gujarat,Direct,27,M
CUST00324,2023-12-26,Bangalore,Karnataka,Social Media,30,M
CUST00325,2024-11-16,New Delhi,Delhi,Paid Search,58,F
CUST00326,2024-09-02,Udaipur,Rajasthan,Email,46,Other
CUST00327,2023-06-15,Vadodara,Gujarat,Social Media,27,F
CUST00328,2023-08-18,Mysore,Karnataka,Referral,58,F
CUST00329,2023-04-17,Agra,Uttar Pradesh,Organic,40,Other
CUST00330,2024-08-10,Mysore,Karnataka,Referral,46,M
CUST00331,2024-05-21,Pune,Maharashtra,Social Media,22,Other
CUST00332,2023-08-01,Hubli,Karnataka,Email,50,F
CUST00333,2023-02-19,Udaipur,Rajasthan,Email,65,M
CUST00334,2024-10-03,Udaipur,Rajasthan,Direct,30,F
CUST00335,2023-03-14,Udaipur,Rajasthan,Paid Search,21,F
CUST00336,2024-08-19,Mysore,Karnataka,Direct,23,Other
CUST00337,2023-05-06,New Delhi,Delhi,Paid Search,63,F
CUST00338,2024-07-08,Udaipur,Rajasthan,Email,57,M
CUST00339,2023-08-21,Surat,Gujarat,Social Media,42,F
CUST00340,2024-03-10,Vadodara,Gujarat,Email,21,Other
CUST00341,2024-01-29,Ahmedabad,Gujarat,Social Media,24,Other
CUST00342,2023-01-01,Siliguri,West Bengal,Social Media,64,Other
CUST00343,2024-02-12,Delhi,Delhi,Organic,55,Other
CUST00344,2023-04-18,Delhi,Delhi,Social Media,59,Other
CUST00345,2023-02-06,Kolkata,West Bengal,Email,63,M
CUST00346,2023-02-05,Agra,Uttar Pradesh,Referral,59,F
CUST00347,2023-08-11,New Delhi,Delhi,Direct,60,F
CUST00348,2023-01-04,Ahmedabad,Gujarat,Social Media,37,M
CUST00349,2024-01-11,Coimbatore,Tamil Nadu,Referral,30,M
CUST00350,2024-10-04,New Delhi,Delhi,Organic,36,M
CUST00351,2023-05-23,Nagpur,Maharashtra,Social Media,57,M
CUST00352,2023-05-06,Kolkata,West Bengal,Paid Search,29,Other
CUST00353,2024-02-06,Delhi,Delhi,Organic,44,F
CUST00354,2023-05-14,Coimbatore,Tamil Nadu,Email,36,Other
CUST00355,2023-11-09,Jaipur,Rajasthan,Email,33,F
CUST00356,2023-03-14,Jaipur,Rajasthan,Social Media,61,Other
CUST00357,2024-10-15,Jodhpur,Rajasthan,Social Media,42,Other
CUST00358,2024-04-19,Kolkata,West Bengal,Paid Search,56,M
CUST00359,2024-03-25,Lucknow,Uttar Pradesh,Direct,48,F
CUST00360,2023-05-24,Hubli,Karnataka,Email,25,F
CUST00361,2024-12-18,Bangalore,Karnataka,Social Media,46,Other
CUST00362,2024-06-24,Delhi,Delhi,Organic,32,F
CUST00363,2023-08-21,Ahmedabad,Gujarat,Referral,21,F
CUST00364,2023-08-19,Ahmedabad,Gujarat,Referral,23,F
CUST00365,2023-10-27,Chennai,Tamil Nadu,Social Media,24,Other
CUST00366,2023-10-13,Ahmedabad,Gujarat,Paid Search,20,F
CUST00367,2023-09-04,Udaipur,Rajasthan,Paid Search,63,F
CUST00368,2024-05-31,Udaipur,Rajasthan,Organic,23,M
CUST00369,2023-12-22,Lucknow,Uttar Pradesh,Paid Search,53,Other
CUST00370,2023-05-23,Kolkata,West Bengal,Social Media,33,F
CUST00371,2023-11-26,Bangalore,Karnataka,Paid Search,44,Other
CUST00372,2024-09-23,Jaipur,Rajasthan,Organic,49,Other
CUST00373,2024-12-02,Nagpur,Maharashtra,Email,54,M
CUST00374,2023-09-22,Delhi,Delhi,Referral,18,Other
CUST00375,2024-10-28,Ahmedabad,Gujarat,Email,44,M
CUST00376,2023-10-29,Hubli,Karnataka,Social Media,22,Other
CUST00377,2024-12-18,Pune,Maharashtra,Referral,20,Other
CUST00378,2023-05-11,Siliguri,West Bengal,Social Media,65,M
CUST00379,2023-12-19,Ahmedabad,Gujarat,Social Media,33,Other
CUST00380,2023-02-14,Hubli,Karnataka,Direct,39,M
CUST00381,2024-03-27,Pune,Maharashtra,Email,39,Other
CUST00382,2023-10-09,Delhi,Delhi,Direct,48,Other
CUST00383,2023-09-29,New Delhi,Delhi,Organic,63,F
CUST00384,2024-04-04,Pune,Maharashtra,Paid Search,20,M
CUST00385,2024-08-28,Pune,Maharashtra,Social Media,50,F
CUST00386,2024-02-17,Jodhpur,Rajasthan,Organic,59,M
CUST00387,2024-03-23,Kanpur,Uttar Pradesh,Organic,59,F
CUST00388,2023-06-08,Lucknow,Uttar Pradesh,Social Media,45,F
CUST00389,2024-02-11,Jodhpur,Rajasthan,Social Media,29,F
CUST00390,2023-12-05,Jodhpur,Rajasthan,Email,35,M
CUST00391,2024-09-24,Kolkata,West Bengal,Referral,56,M
CUST00392,2023-12-17,Kanpur,Uttar Pradesh,Organic,23,F
CUST00393,2023-04-21,Kanpur,Uttar Pradesh,Referral,56,Other
CUST00394,2024-04-25,Kolkata,West Bengal,Direct,46,F
CUST00395,2024-05-16,Jaipur,Rajasthan,Direct,40,Other
CUST00396,2023-08-17,Siliguri,West Bengal,Direct,21,M
CUST00397,2024-08-27,Siliguri,West Bengal,Email,65,Other
CUST00398,2024-03-05,New Delhi,Delhi,Paid Search,56,Other
CUST00399,2024-02-02,Jaipur,Rajasthan,Paid Search,22,M
CUST00400,2023-10-12,Surat,Gujarat,Referral,54,M
CUST00401,2024-12-16,Delhi,Delhi,Social Media,41,F
CUST00402,2024-07-23,Hubli,Karnataka,Paid Search,51,F
CUST00403,2023-10-12,Siliguri,West Bengal,Direct,35,M
CUST00404,2023-08-23,Bangalore,Karnataka,Direct,29,F
CUST00405,2024-12-12,Kolkata,West Bengal,Social Media,34,Other
