order_item_id,order_id,product_id,quantity,revenue,discount,cost
ITEM0000050,ORD000030,PROD00056,1,31296.48,3571.52,30683.84
ITEM0000051,ORD000031,PROD00432,3,17848.79,835.21,14013.0
ITEM0000052,ORD000032,PROD00324,1,2616.0,163.0,1806.35
ITEM0000053,ORD000033,PROD00116,1,61643.52,8412.48,61649.28
ITEM0000054,ORD000033,PROD00085,1,45312.49,5369.51,44600.16
ITEM0000055,ORD000034,PROD00259,1,3649.53,207.47,2507.05
ITEM0000056,ORD000034,PROD00139,1,45490.61,3622.39,43219.44
ITEM0000057,ORD000035,PROD00091,1,26995.94,1485.06,25063.28
ITEM0000058,ORD000036,PROD00416,1,1184.28,54.72,929.25
ITEM0000059,ORD000036,PROD00175,1,1480.66,48.34,993.85
ITEM0000060,ORD000037,PROD00258,1,3310.75,287.25,2338.7
ITEM0000061,ORD000038,PROD00100,1,72837.4,1475.6,65395.44
ITEM0000062,ORD000038,PROD00158,1,69153.32,1983.68,62600.56
ITEM0000063,ORD000039,PROD00030,1,14394.27,2089.73,14505.92
ITEM0000064,ORD000040,PROD00488,1,13522.32,13.68,10152.0
ITEM0000065,ORD000040,PROD00475,2,40950.85,3363.15,33235.5
ITEM0000066,ORD000040,PROD00191,3,4354.1,166.9,2938.65
ITEM0000067,ORD000040,PROD00227,1,3431.7,72.3,2277.6
ITEM0000068,ORD000041,PROD00222,1,3067.48,167.52,2102.75
ITEM0000069,ORD000041,PROD00264,1,1887.64,62.36,1267.5
ITEM0000070,ORD000042,PROD00103,1,58128.02,6096.98,56518.0
ITEM0000071,ORD000043,PROD00431,2,15758.08,337.92,12072.0
ITEM0000072,ORD000044,PROD00100,1,71893.0,2420.0,65395.44
ITEM0000073,ORD000044,PROD00070,1,42662.69,978.31,38404.08
ITEM0000074,ORD000044,PROD00253,2,8012.72,473.28,5515.9
ITEM0000075,ORD000045,PROD00072,2,72514.85,10081.15,72684.48
ITEM0000076,ORD000045,PROD00459,1,9214.24,165.76,7035.0
ITEM0000077,ORD000045,PROD00403,1,3035.21,186.79,2416.5
ITEM0000078,ORD000046,PROD00423,1,21963.47,1650.53,17710.5
ITEM0000079,ORD000047,PROD00073,1,69721.48,2727.52,63755.12
ITEM0000080,ORD000048,PROD00102,1,25644.87,3935.13,26030.4
ITEM0000081,ORD000049,PROD00108,1,70257.42,4094.58,65429.76
ITEM0000082,ORD000050,PROD00250,2,8535.99,188.01,5670.6
ITEM0000083,ORD000050,PROD00457,1,5887.91,60.09,4461.0
ITEM0000084,ORD000050,PROD00281,1,3635.77,219.23,2505.75
ITEM0000085,ORD000050,PROD00321,1,1802.5,115.5,1246.7
ITEM0000086,ORD000051,PROD00338,1,5030.65,8.35,3779.25
ITEM0000087,ORD000052,PROD00183,1,3728.16,265.84,2596.1
ITEM0000088,ORD000052,PROD00158,1,67213.98,3923.02,62600.56
ITEM0000089,ORD000053,PROD00343,1,21392.53,637.47,16522.5
ITEM0000090,ORD000054,PROD00102,3,75851.07,12888.93,78091.2
ITEM0000091,ORD000054,PROD00332,1,8305.79,464.21,6577.5
ITEM0000092,ORD000055,PROD00285,1,1421.45,97.55,987.35
ITEM0000093,ORD000056,PROD00240,2,2738.39,155.61,1881.1
ITEM0000094,ORD000056,PROD00468,2,20102.57,1461.43,16173.0
ITEM0000095,ORD000057,PROD00305,1,2589.62,126.38,1765.4
ITEM0000096,ORD000057,PROD00262,1,2345.97,196.03,1652.3
ITEM0000097,ORD000058,PROD00016,1,67806.53,4283.47,63439.2
ITEM0000098,ORD000058,PROD00066,1,63388.45,10039.55,64616.64
ITEM0000099,ORD000059,PROD00207,1,3540.64,64.36,2343.25
ITEM0000100,ORD000060,PROD00425,1,21991.19,1600.81,17694.0
ITEM0000101,ORD000061,PROD00316,1,4290.61,266.39,2962.05
ITEM0000102,ORD000062,PROD00196,1,1569.08,41.92,1047.15
ITEM0000103,ORD000062,PROD00087,1,20273.43,1295.57,18980.72
ITEM0000104,ORD000063,PROD00213,1,3193.91,162.09,2181.4
ITEM0000105,ORD000064,PROD00285,1,1484.25,34.75,987.35
ITEM0000106,ORD000064,PROD00289,1,478.23,31.77,331.5
ITEM0000107,ORD000064,PROD00179,1,3032.1,48.9,2002.65
ITEM0000108,ORD000064,PROD00165,1,19922.26,1662.74,18994.8
ITEM0000109,ORD000065,PROD00009,1,40094.01,4977.99,39663.36
ITEM0000110,ORD000066,PROD00114,1,30139.62,1875.38,28173.2
ITEM0000111,ORD000066,PROD00350,1,9676.59,202.41,7409.25
ITEM0000112,ORD000066,PROD00381,1,24053.41,455.59,18381.75
ITEM0000113,ORD000066,PROD00086,2,141800.5,4487.5,128733.44
ITEM0000114,ORD000067,PROD00034,1,24765.19,1544.81,23152.8
ITEM0000115,ORD000068,PROD00155,1,50768.09,3208.91,47499.76
ITEM0000116,ORD000068,PROD00281,3,11543.81,21.19,7517.25
ITEM0000117,ORD000069,PROD00159,1,66807.62,8769.38,66507.76
ITEM0000118,ORD000069,PROD00156,1,15288.8,1432.2,14714.48
ITEM0000119,ORD000069,PROD00474,1,22159.74,1577.26,17802.75
ITEM0000120,ORD000070,PROD00047,3,31448.28,4257.72,31421.28
ITEM0000121,ORD000070,PROD00248,1,4432.12,229.88,3030.3
ITEM0000122,ORD000071,PROD00150,2,138725.9,18146.1,138047.36
ITEM0000123,ORD000072,PROD00008,1,56210.58,7138.42,55747.12
ITEM0000124,ORD000073,PROD00428,1,9426.39,489.61,7437.0
ITEM0000125,ORD000073,PROD00154,1,29074.56,4893.44,29891.84
ITEM0000126,ORD000074,PROD00382,1,1162.2,113.8,957.0
ITEM0000127,ORD000075,PROD00338,1,4818.93,220.07,3779.25
ITEM0000128,ORD000076,PROD00410,2,45797.37,3660.63,37093.5
ITEM0000129,ORD000077,PROD00258,1,3469.89,128.11,2338.7
ITEM0000130,ORD000078,PROD00261,1,3253.25,56.75,2151.5
ITEM0000131,ORD000079,PROD00123,1,25155.48,3728.52,25417.92
ITEM0000132,ORD000080,PROD00411,1,21782.55,593.45,16782.0
ITEM0000133,ORD000080,PROD00312,1,635.05,41.95,440.05
ITEM0000134,ORD000080,PROD00488,1,13196.06,339.94,10152.0
ITEM0000135,ORD000081,PROD00420,1,1585.53,58.47,1233.0
ITEM0000136,ORD000082,PROD00267,1,3533.74,60.26,2336.1
ITEM0000137,ORD000083,PROD00001,2,113054.2,10923.8,109100.64
ITEM0000138,ORD000084,PROD00236,1,4163.54,328.46,2919.8
ITEM0000139,ORD000085,PROD00096,1,71788.58,3834.42,66548.24
ITEM0000140,ORD000085,PROD00091,3,82396.02,3046.98,75189.84
ITEM0000141,ORD000086,PROD00283,1,816.78,34.22,553.15
ITEM0000142,ORD000086,PROD00404,2,44622.85,315.15,33703.5
ITEM0000143,ORD000087,PROD00063,1,15602.51,536.49,14202.32
ITEM0000144,ORD000087,PROD00161,1,64610.73,1295.27,57997.28
ITEM0000145,ORD000088,PROD00052,1,71245.86,3519.14,65793.2
ITEM0000146,ORD000088,PROD00418,1,9379.47,778.53,7618.5
ITEM0000147,ORD000089,PROD00099,1,44144.31,76.69,38914.48
ITEM0000148,ORD000090,PROD00416,2,2454.54,23.46,1858.5
ITEM0000149,ORD000090,PROD00182,1,2311.27,181.73,1620.45
ITEM0000150,ORD000091,PROD00307,1,1360.6,89.4,942.5
ITEM0000151,ORD000091,PROD00152,1,52157.87,8280.13,53185.44
ITEM0000152,ORD000092,PROD00173,1,2399.7,136.3,1648.4
ITEM0000153,ORD000092,PROD00062,1,15923.03,1554.97,15380.64
ITEM0000154,ORD000093,PROD00257,1,3746.09,208.91,2570.75
ITEM0000155,ORD000094,PROD00313,2,7375.77,370.23,5034.9
ITEM0000156,ORD000095,PROD00465,1,12194.35,1033.65,9921.0
ITEM0000157,ORD000096,PROD00052,1,73826.0,939.0,65793.2
ITEM0000158,ORD000097,PROD00391,1,13884.6,849.4,11050.5
ITEM0000159,ORD000098,PROD00022,1,44375.84,7317.16,45489.84
ITEM0000160,ORD000099,PROD00254,1,709.63,20.37,474.5
ITEM0000161,ORD000099,PROD00186,1,4675.8,174.2,3152.5
ITEM0000162,ORD000100,PROD00471,2,20599.61,380.39,15735.0
ITEM0000163,ORD000100,PROD00459,1,8464.2,915.8,7035.0
ITEM0000164,ORD000101,PROD00199,1,3992.02,283.98,2779.4
ITEM0000165,ORD000102,PROD00087,1,20172.55,1396.45,18980.72
ITEM0000166,ORD000102,PROD00057,2,14308.46,137.54,12712.48
ITEM0000167,ORD000103,PROD00364,1,16019.83,377.17,12297.75
ITEM0000168,ORD000104,PROD00031,1,61870.9,5937.1,59671.04
ITEM0000169,ORD000104,PROD00094,1,55570.3,7245.7,55278.08
ITEM0000170,ORD000105,PROD00114,1,28832.31,3182.69,28173.2
ITEM0000171,ORD000105,PROD00059,1,32695.12,2968.88,31384.32
ITEM0000172,ORD000105,PROD00405,1,6121.46,461.54,4937.25
ITEM0000173,ORD000106,PROD00361,1,16188.19,979.81,12876.0
ITEM0000174,ORD000106,PROD00199,1,4088.69,187.31,2779.4
ITEM0000175,ORD000107,PROD00034,1,26116.81,193.19,23152.8
ITEM0000176,ORD000108,PROD00403,1,3188.74,33.26,2416.5
ITEM0000177,ORD000109,PROD00383,1,19978.24,847.76,15619.5
ITEM0000178,ORD000110,PROD00256,2,9720.24,203.76,6450.6
ITEM0000179,ORD000111,PROD00289,1,486.91,23.09,331.5
ITEM0000180,ORD000111,PROD00167,1,619.5,43.5,430.95
ITEM0000181,ORD000112,PROD00425,2,47020.12,163.88,35388.0
ITEM0000182,ORD000112,PROD00466,2,6627.07,492.93,5340.0
ITEM0000183,ORD000113,PROD00113,1,36582.17,3265.83,35066.24
ITEM0000184,ORD000113,PROD00351,2,46425.94,2814.06,36930.0
ITEM0000185,ORD000114,PROD00041,1,20613.39,2284.61,20150.24
ITEM0000186,ORD000115,PROD00227,2,6907.57,100.43,4555.2
ITEM0000187,ORD000116,PROD00233,1,3482.91,177.09,2379.0
ITEM0000188,ORD000116,PROD00208,2,7096.6,489.4,4930.9
ITEM0000189,ORD000117,PROD00254,1,672.74,57.26,474.5
ITEM0000190,ORD000118,PROD00193,1,2689.55,131.45,1833.65
ITEM0000191,ORD000118,PROD00456,1,14953.84,1599.16,12414.75
ITEM0000192,ORD000119,PROD00491,1,3928.54,322.46,3188.25
ITEM0000193,ORD000119,PROD00199,1,4013.03,262.97,2779.4
ITEM0000194,ORD000120,PROD00306,1,4121.98,91.02,2738.45
ITEM0000195,ORD000121,PROD00403,1,3012.42,209.58,2416.5
ITEM0000196,ORD000121,PROD00346,1,18632.94,715.06,14511.0
ITEM0000197,ORD000122,PROD00152,1,59867.72,570.28,53185.44
ITEM0000198,ORD000123,PROD00045,1,37725.02,1613.98,34618.32
ITEM0000199,ORD000123,PROD00368,3,51513.77,1814.23,39996.0
ITEM0000200,ORD000123,PROD00481,1,4198.15,336.85,3401.25
ITEM0000201,ORD000123,PROD00076,2,130000.59,13.41,114412.32
ITEM0000202,ORD000124,PROD00308,1,4762.51,69.49,3140.8
ITEM0000203,ORD000124,PROD00200,1,2043.08,148.92,1424.8
ITEM0000204,ORD000124,PROD00450,1,18542.25,282.75,14118.75
ITEM0000205,ORD000125,PROD00102,1,29051.88,528.12,26030.4
ITEM0000206,ORD000125,PROD00393,1,6451.47,652.53,5328.0
ITEM0000207,ORD000125,PROD00045,1,35724.02,3614.98,34618.32
ITEM0000208,ORD000126,PROD00077,1,47818.84,5770.16,47158.32
ITEM0000209,ORD000127,PROD00139,1,43630.73,5482.27,43219.44
ITEM0000210,ORD000127,PROD00470,1,6517.76,561.24,5309.25
ITEM0000211,ORD000128,PROD00442,2,46201.73,2628.27,36622.5
ITEM0000212,ORD000128,PROD00016,1,66553.56,5536.44,63439.2
ITEM0000213,ORD000129,PROD00432,2,11855.98,600.02,9342.0
ITEM0000214,ORD000129,PROD00326,1,4169.97,51.03,2743.65
ITEM0000215,ORD000129,PROD00239,2,6655.88,24.12,4342.0
ITEM0000216,ORD000130,PROD00076,1,58934.94,6072.06,57206.16
ITEM0000217,ORD000130,PROD00117,1,23301.92,2653.08,22840.4
ITEM0000218,ORD000130,PROD00048,1,8693.33,106.67,7744.0
ITEM0000219,ORD000131,PROD00291,1,4205.68,311.32,2936.05
ITEM0000220,ORD000132,PROD00396,1,12846.51,1125.49,10479.0
ITEM0000221,ORD000133,PROD00232,1,3012.39,225.61,2104.7
ITEM0000222,ORD000133,PROD00145,2,124386.26,8299.74,116763.68
ITEM0000223,ORD000134,PROD00074,1,64464.94,8260.06,63998.0
ITEM0000224,ORD000135,PROD00383,1,20155.55,670.45,15619.5
ITEM0000225,ORD000135,PROD00096,1,74856.09,766.91,66548.24
ITEM0000226,ORD000136,PROD00284,1,3544.89,13.11,2312.7
ITEM0000227,ORD000137,PROD00270,1,1021.92,40.08,690.3
ITEM0000228,ORD000137,PROD00096,1,72651.06,2971.94,66548.24
ITEM0000229,ORD000138,PROD00023,1,55767.38,4918.62,53403.68
ITEM0000230,ORD000139,PROD00229,1,3966.1,222.9,2722.85
ITEM0000231,ORD000140,PROD00432,2,11563.18,892.82,9342.0
ITEM0000232,ORD000141,PROD00398,1,12255.69,169.31,9318.75
ITEM0000233,ORD000142,PROD00365,2,30246.4,797.6,23283.0
ITEM0000234,ORD000142,PROD00461,3,42050.66,945.34,32247.0
ITEM0000235,ORD000143,PROD00143,2,35614.07,2005.93,33105.6
ITEM0000236,ORD000144,PROD00181,1,1381.73,111.27,970.45
ITEM0000237,ORD000144,PROD00363,1,17840.04,1128.96,14226.75
ITEM0000238,ORD000144,PROD00237,1,1945.51,77.49,1314.95
ITEM0000239,ORD000145,PROD00420,2,3029.73,258.27,2466.0
ITEM0000240,ORD000145,PROD00125,2,17340.94,439.06,15646.4
ITEM0000241,ORD000146,PROD00385,1,19709.18,1694.82,16053.0
ITEM0000242,ORD000146,PROD00024,1,64709.43,2990.57,59576.0
ITEM0000243,ORD000147,PROD00359,2,5811.19,448.81,4695.0
ITEM0000244,ORD000147,PROD00183,1,3759.58,234.42,2596.1
ITEM0000245,ORD000148,PROD00207,1,3400.08,204.92,2343.25
ITEM0000246,ORD000149,PROD00303,1,2609.82,46.18,1726.4
ITEM0000247,ORD000149,PROD00079,1,23602.46,3770.54,24088.24
ITEM0000248,ORD000149,PROD00256,1,4767.08,194.92,3225.3
ITEM0000249,ORD000150,PROD00110,1,38075.88,1355.12,34699.28
ITEM0000250,ORD000150,PROD00061,1,25411.07,1047.93,23283.92
ITEM0000251,ORD000150,PROD00083,1,41725.12,6343.88,42300.72
ITEM0000252,ORD000151,PROD00375,2,30678.24,2443.76,24841.5
ITEM0000253,ORD000152,PROD00159,1,67380.03,8196.97,66507.76
ITEM0000254,ORD000153,PROD00198,1,2059.32,178.68,1454.7
ITEM0000255,ORD000154,PROD00194,3,9445.59,106.41,6208.8
ITEM0000256,ORD000155,PROD00404,1,21258.45,1210.55,16851.75
ITEM0000257,ORD000156,PROD00213,3,9935.08,132.92,6544.2
ITEM0000258,ORD000156,PROD00443,1,20634.72,554.28,15891.75
ITEM0000259,ORD000157,PROD00307,1,1448.71,1.29,942.5
ITEM0000260,ORD000157,PROD00106,1,6080.23,804.77,6058.8
ITEM0000261,ORD000158,PROD00340,1,9070.88,641.12,7284.0
ITEM0000262,ORD000158,PROD00390,1,19929.16,1940.84,16402.5
ITEM0000263,ORD000158,PROD00019,1,61403.01,10689.99,63441.84
ITEM0000264,ORD000158,PROD00461,1,14041.94,290.06,10749.0
ITEM0000265,ORD000159,PROD00416,1,1167.35,71.65,929.25
ITEM0000266,ORD000160,PROD00159,3,199579.82,27151.18,199523.28
ITEM0000267,ORD000161,PROD00015,2,121172.8,15345.2,120135.84
ITEM0000268,ORD000162,PROD00010,1,52179.78,6375.22,51528.4
ITEM0000269,ORD000162,PROD00158,1,67122.05,4014.95,62600.56
ITEM0000270,ORD000163,PROD00373,1,13762.42,498.58,10695.75
ITEM0000271,ORD000164,PROD00364,2,32246.6,547.4,24595.5
ITEM0000272,ORD000164,PROD00191,1,1446.76,60.24,979.55
ITEM0000273,ORD000164,PROD00294,1,2466.71,196.29,1730.95
ITEM0000274,ORD000165,PROD00202,1,1054.83,15.17,695.5
ITEM0000275,ORD000165,PROD00173,1,2449.23,86.77,1648.4
ITEM0000276,ORD000166,PROD00404,1,22307.44,161.56,16851.75
ITEM0000277,ORD000167,PROD00038,1,30424.27,3998.73,30292.24
ITEM0000278,ORD000167,PROD00300,3,4790.98,9.02,3120.0
ITEM0000279,ORD000168,PROD00403,2,6320.28,123.72,4833.0
ITEM0000280,ORD000168,PROD00252,1,1985.93,2.07,1292.2
ITEM0000281,ORD000169,PROD00017,1,11164.92,388.08,10166.64
ITEM0000282,ORD000169,PROD00049,1,9385.47,454.53,8659.2
ITEM0000283,ORD000170,PROD00212,3,6558.09,272.91,4440.15
ITEM0000284,ORD000171,PROD00007,1,18295.79,2724.21,18497.6
ITEM0000285,ORD000172,PROD00398,2,22804.06,2045.94,18637.5
ITEM0000286,ORD000173,PROD00410,1,22365.6,2363.4,18546.75
ITEM0000287,ORD000173,PROD00338,1,4582.6,456.4,3779.25
ITEM0000288,ORD000174,PROD00314,1,834.97,32.03,563.55
ITEM0000289,ORD000174,PROD00481,1,4329.98,205.02,3401.25
ITEM0000290,ORD000175,PROD00411,1,21942.64,433.36,16782.0
ITEM0000291,ORD000176,PROD00187,1,3042.28,144.72,2071.55
ITEM0000292,ORD000176,PROD00261,1,3268.1,41.9,2151.5
ITEM0000293,ORD000177,PROD00341,2,13919.34,960.66,11160.0
ITEM0000294,ORD000178,PROD00394,1,18842.59,13.41,14142.0
ITEM0000295,ORD000178,PROD00449,1,9739.74,338.26,7558.5
ITEM0000296,ORD000179,PROD00256,1,4641.11,320.89,3225.3
ITEM0000297,ORD000180,PROD00218,1,3255.0,138.0,2205.45
ITEM0000298,ORD000180,PROD00261,1,3080.29,229.71,2151.5
ITEM0000299,ORD000181,PROD00176,1,4314.68,70.32,2850.25
ITEM0000300,ORD000181,PROD00345,1,18390.53,723.47,14335.5
ITEM0000301,ORD000182,PROD00151,1,54386.42,6348.58,53446.8
ITEM0000302,ORD000182,PROD00425,1,21573.95,2018.05,17694.0
ITEM0000303,ORD000183,PROD00103,1,59477.54,4747.46,56518.0
ITEM0000304,ORD000183,PROD00077,1,47142.86,6446.14,47158.32
ITEM0000305,ORD000183,PROD00251,2,8537.65,426.35,5826.6
ITEM0000306,ORD000184,PROD00228,1,2801.95,89.05,1879.15
ITEM0000307,ORD000184,PROD00336,1,5131.12,317.88,4086.75
ITEM0000308,ORD000185,PROD00432,2,12158.78,297.22,9342.0
ITEM0000309,ORD000185,PROD00322,2,8610.26,673.74,6034.6
ITEM0000310,ORD000186,PROD00130,1,59696.77,2242.23,54506.32
ITEM0000311,ORD000186,PROD00013,1,43600.76,4316.24,42166.96
ITEM0000312,ORD000187,PROD00269,1,2417.27,182.73,1690.0
ITEM0000313,ORD000187,PROD00313,1,3792.84,80.16,2517.45
ITEM0000314,ORD000188,PROD00144,1,54412.96,8952.04,55761.2
ITEM0000315,ORD000189,PROD00273,1,752.44,33.56,510.9
ITEM0000316,ORD000189,PROD00111,2,87801.87,8372.13,84633.12
ITEM0000317,ORD000190,PROD00195,3,2871.16,125.84,1948.05
ITEM0000318,ORD000190,PROD00156,1,16027.0,694.0,14714.48
ITEM0000319,ORD000191,PROD00412,1,12222.41,445.59,9501.0
ITEM0000320,ORD000191,PROD00449,1,9688.66,389.34,7558.5
ITEM0000321,ORD000192,PROD00161,2,114422.71,17389.29,115994.56
ITEM0000322,ORD000192,PROD00053,1,71612.55,6014.45,68311.76
ITEM0000323,ORD000192,PROD00024,2,126220.78,9179.22,119152.0
ITEM0000324,ORD000193,PROD00240,1,1397.57,49.43,940.55
ITEM0000325,ORD000194,PROD00443,1,20726.21,462.79,15891.75
ITEM0000326,ORD000194,PROD00222,2,6399.35,70.65,4205.5
ITEM0000327,ORD000194,PROD00382,1,1171.08,104.92,957.0
ITEM0000328,ORD000195,PROD00076,1,55695.46,9311.54,57206.16
ITEM0000329,ORD000195,PROD00401,1,2106.31,187.69,1720.5
ITEM0000330,ORD000196,PROD00251,1,4193.65,288.35,2913.3
ITEM0000331,ORD000196,PROD00224,1,2915.84,219.16,2037.75
ITEM0000332,ORD000197,PROD00304,1,2504.28,118.72,1704.95
ITEM0000333,ORD000197,PROD00452,1,1822.37,99.63,1441.5
ITEM0000334,ORD000198,PROD00135,2,129575.39,9316.61,122224.96
ITEM0000335,ORD000198,PROD00129,1,47775.6,2013.4,43814.32
ITEM0000336,ORD000198,PROD00111,2,88555.51,7618.49,84633.12
ITEM0000337,ORD000199,PROD00343,1,20617.16,1412.84,16522.5
ITEM0000338,ORD000200,PROD00372,1,7603.29,423.71,6020.25
ITEM0000339,ORD000201,PROD00326,2,8076.12,365.88,5487.3
ITEM0000340,ORD000201,PROD00434,2,23849.38,2478.62,19746.0
ITEM0000341,ORD000202,PROD00442,1,24146.95,268.05,18311.25
ITEM0000342,ORD000203,PROD00302,3,3708.51,308.49,2611.05
ITEM0000343,ORD000203,PROD00267,1,3382.26,211.74,2336.1
ITEM0000344,ORD000204,PROD00229,2,8039.51,338.49,5445.7
ITEM0000345,ORD000204,PROD00005,3,128108.21,10146.79,121664.4
ITEM0000346,ORD000204,PROD00172,1,582.9,2.1,380.25
ITEM0000347,ORD000205,PROD00454,2,48519.32,1332.68,37389.0
ITEM0000348,ORD000205,PROD00016,1,61648.29,10441.71,63439.2
ITEM0000349,ORD000206,PROD00226,1,1189.18,50.82,806.0
ITEM0000350,ORD000206,PROD00272,1,1126.04,0.96,732.55
ITEM0000351,ORD000207,PROD00222,2,6128.42,341.58,4205.5
ITEM0000352,ORD000207,PROD00477,1,8005.2,5.8,6008.25
ITEM0000353,ORD000208,PROD00264,1,1948.46,1.54,1267.5
ITEM0000354,ORD000209,PROD00126,1,28681.21,3832.79,28612.32
ITEM0000355,ORD000210,PROD00220,1,952.71,41.29,646.1
ITEM0000356,ORD000211,PROD00137,2,28359.77,2554.23,27204.32
ITEM0000357,ORD000212,PROD00111,3,143532.32,728.68,126949.68
ITEM0000358,ORD000212,PROD00013,1,45245.08,2671.92,42166.96
ITEM0000359,ORD000212,PROD00103,1,57353.77,6871.23,56518.0
ITEM0000360,ORD000212,PROD00096,1,70821.03,4801.97,66548.24
ITEM0000361,ORD000213,PROD00106,2,12429.55,1340.45,12117.6
ITEM0000362,ORD000214,PROD00206,1,2180.27,3.73,1419.6
ITEM0000363,ORD000214,PROD00196,1,1496.1,114.9,1047.15
ITEM0000364,ORD000215,PROD00136,3,225852.23,998.77,199628.88
ITEM0000365,ORD000215,PROD00002,1,26520.84,2590.16,25617.68
ITEM0000366,ORD000216,PROD00412,1,12081.58,586.42,9501.0
ITEM0000367,ORD000217,PROD00312,1,671.94,5.06,440.05
ITEM0000368,ORD000218,PROD00103,1,55098.27,9126.73,56518.0
ITEM0000369,ORD000219,PROD00478,1,6111.01,536.99,4986.0
ITEM0000370,ORD000220,PROD00017,1,9975.93,1577.07,10166.64
ITEM0000371,ORD000221,PROD00363,2,36576.35,1361.65,28453.5
ITEM0000372,ORD000221,PROD00230,1,2419.26,97.74,1636.05
ITEM0000373,ORD000221,PROD00112,1,17408.88,551.12,15804.8
ITEM0000374,ORD000222,PROD00169,1,1434.93,63.07,973.7
ITEM0000375,ORD000222,PROD00327,1,2522.12,185.88,1760.2
ITEM0000376,ORD000222,PROD00349,1,12914.28,659.72,10180.5
ITEM0000377,ORD000223,PROD00224,2,5842.66,427.34,4075.5
ITEM0000378,ORD000224,PROD00095,1,59286.99,6367.01,57775.52
ITEM0000379,ORD000224,PROD00446,1,20097.91,1686.09,16338.0
ITEM0000380,ORD000225,PROD00303,1,2456.94,199.06,1726.4
ITEM0000381,ORD000225,PROD00022,1,48411.36,3281.64,45489.84
ITEM0000382,ORD000226,PROD00135,1,68369.79,1076.21,61112.48
ITEM0000383,ORD000226,PROD00380,1,8607.16,12.84,6465.0
ITEM0000384,ORD000226,PROD00257,1,3861.92,93.08,2570.75
