product_1,product_2,count,pct_of_transactions
PROD00171,PROD00401,2,0.07097232079488999
PROD00098,PROD00235,2,0.07097232079488999
PROD00064,PROD00096,2,0.07097232079488999
PROD00038,PROD00393,2,0.07097232079488999
PROD00205,PROD00256,2,0.07097232079488999
PROD00214,PROD00335,2,0.07097232079488999
PROD00260,PROD00443,2,0.07097232079488999
PROD00241,PROD00349,2,0.07097232079488999
PROD00197,PROD00227,2,0.07097232079488999
PROD00219,PROD00447,2,0.07097232079488999
PROD00073,PROD00408,2,0.07097232079488999
PROD00070,PROD00170,2,0.07097232079488999
PROD00120,PROD00473,2,0.07097232079488999
PROD00087,PROD00259,2,0.07097232079488999
PROD00259,PROD00459,2,0.07097232079488999
PROD00117,PROD00228,2,0.07097232079488999
PROD00048,PROD00269,2,0.07097232079488999
PROD00176,PROD00456,2,0.07097232079488999
PROD00224,PROD00427,2,0.07097232079488999
PROD00020,PROD00053,2,0.07097232079488999
PROD00306,PROD00365,2,0.07097232079488999
PROD00004,PROD00142,2,0.07097232079488999
PROD00111,PROD00299,2,0.07097232079488999
PROD00004,PROD00399,2,0.07097232079488999
PROD00158,PROD00333,2,0.07097232079488999
PROD00137,PROD00442,2,0.07097232079488999
PROD00042,PROD00451,2,0.07097232079488999
PROD00246,PROD00310,2,0.07097232079488999
PROD00137,PROD00242,1,0.035486160397444996
PROD00137,PROD00465,1,0.035486160397444996
PROD00242,PROD00465,1,0.035486160397444996
PROD00209,PROD00350,1,0.035486160397444996
PROD00209,PROD00471,1,0.035486160397444996
PROD00350,PROD00471,1,0.035486160397444996
PROD00223,PROD00433,1,0.035486160397444996
PROD00175,PROD00266,1,0.035486160397444996
PROD00175,PROD00287,1,0.035486160397444996
PROD00266,PROD00287,1,0.035486160397444996
PROD00085,PROD00116,1,0.035486160397444996
PROD00139,PROD00259,1,0.035486160397444996
PROD00175,PROD00416,1,0.035486160397444996
PROD00100,PROD00158,1,0.035486160397444996
PROD00191,PROD00227,1,0.035486160397444996
PROD00191,PROD00475,1,0.035486160397444996
PROD00227,PROD00475,1,0.035486160397444996
PROD00227,PROD00488,1,0.035486160397444996
PROD00475,PROD00488,1,0.035486160397444996
PROD00222,PROD00264,1,0.035486160397444996
PROD00070,PROD00100,1,0.035486160397444996
PROD00070,PROD00253,1,0.035486160397444996
PROD00100,PROD00253,1,0.035486160397444996
PROD00072,PROD00403,1,0.035486160397444996
PROD00072,PROD00459,1,0.035486160397444996
PROD00403,PROD00459,1,0.035486160397444996
PROD00250,PROD00281,1,0.035486160397444996
PROD00250,PROD00321,1,0.035486160397444996
PROD00250,PROD00457,1,0.035486160397444996
PROD00281,PROD00321,1,0.035486160397444996
PROD00281,PROD00457,1,0.035486160397444996
PROD00321,PROD00457,1,0.035486160397444996
PROD00158,PROD00183,1,0.035486160397444996
PROD00102,PROD00332,1,0.035486160397444996
PROD00240,PROD00468,1,0.035486160397444996
PROD00262,PROD00305,1,0.035486160397444996
PROD00016,PROD00066,1,0.035486160397444996
PROD00087,PROD00196,1,0.035486160397444996
PROD00165,PROD00179,1,0.035486160397444996
PROD00165,PROD00285,1,0.035486160397444996
PROD00165,PROD00289,1,0.035486160397444996
PROD00179,PROD00285,1,0.035486160397444996
PROD00179,PROD00289,1,0.035486160397444996
PROD00285,PROD00289,1,0.035486160397444996
PROD00086,PROD00114,1,0.035486160397444996
PROD00086,PROD00350,1,0.035486160397444996
PROD00086,PROD00381,1,0.035486160397444996
PROD00114,PROD00350,1,0.035486160397444996
PROD00114,PROD00381,1,0.035486160397444996
PROD00350,PROD00381,1,0.035486160397444996
PROD00155,PROD00281,1,0.035486160397444996
PROD00047,PROD00248,1,0.035486160397444996
PROD00312,PROD00411,1,0.035486160397444996
PROD00312,PROD00488,1,0.035486160397444996
PROD00411,PROD00488,1,0.035486160397444996
PROD00091,PROD00096,1,0.035486160397444996
PROD00283,PROD00404,1,0.035486160397444996
PROD00063,PROD00161,1,0.035486160397444996
PROD00052,PROD00418,1,0.035486160397444996
PROD00182,PROD00416,1,0.035486160397444996
PROD00062,PROD00173,1,0.035486160397444996
PROD00186,PROD00254,1,0.035486160397444996
PROD00459,PROD00471,1,0.035486160397444996
PROD00057,PROD00087,1,0.035486160397444996
PROD00059,PROD00114,1,0.035486160397444996
PROD00059,PROD00405,1,0.035486160397444996
PROD00114,PROD00405,1,0.035486160397444996
PROD00167,PROD00289,1,0.035486160397444996
PROD00113,PROD00351,1,0.035486160397444996
PROD00208,PROD00233,1,0.035486160397444996
PROD00193,PROD00456,1,0.035486160397444996
PROD00199,PROD00491,1,0.035486160397444996
PROD00346,PROD00403,1,0.035486160397444996
PROD00048,PROD00076,1,0.035486160397444996
PROD00048,PROD00117,1,0.035486160397444996
PROD00076,PROD00117,1,0.035486160397444996
PROD00145,PROD00232,1,0.035486160397444996
PROD00096,PROD00383,1,0.035486160397444996
PROD00096,PROD00270,1,0.035486160397444996
PROD00365,PROD00461,1,0.035486160397444996
PROD00181,PROD00237,1,0.035486160397444996
PROD00181,PROD00363,1,0.035486160397444996
PROD00237,PROD00363,1,0.035486160397444996
PROD00125,PROD00420,1,0.035486160397444996
PROD00024,PROD00385,1,0.035486160397444996
PROD00079,PROD00256,1,0.035486160397444996
PROD00079,PROD00303,1,0.035486160397444996
PROD00256,PROD00303,1,0.035486160397444996
PROD00213,PROD00443,1,0.035486160397444996
PROD00019,PROD00340,1,0.035486160397444996
PROD00019,PROD00390,1,0.035486160397444996
PROD00019,PROD00461,1,0.035486160397444996
PROD00340,PROD00390,1,0.035486160397444996
PROD00340,PROD00461,1,0.035486160397444996
PROD00390,PROD00461,1,0.035486160397444996
PROD00010,PROD00158,1,0.035486160397444996
PROD00191,PROD00294,1,0.035486160397444996
PROD00191,PROD00364,1,0.035486160397444996
PROD00294,PROD00364,1,0.035486160397444996
PROD00173,PROD00202,1,0.035486160397444996
PROD00038,PROD00300,1,0.035486160397444996
PROD00252,PROD00403,1,0.035486160397444996
PROD00017,PROD00049,1,0.035486160397444996
PROD00338,PROD00410,1,0.035486160397444996
PROD00314,PROD00481,1,0.035486160397444996
PROD00187,PROD00261,1,0.035486160397444996
PROD00394,PROD00449,1,0.035486160397444996
PROD00218,PROD00261,1,0.035486160397444996
PROD00176,PROD00345,1,0.035486160397444996
PROD00077,PROD00103,1,0.035486160397444996
PROD00077,PROD00251,1,0.035486160397444996
PROD00103,PROD00251,1,0.035486160397444996
PROD00322,PROD00432,1,0.035486160397444996
PROD00269,PROD00313,1,0.035486160397444996
PROD00111,PROD00273,1,0.035486160397444996
PROD00156,PROD00195,1,0.035486160397444996
PROD00412,PROD00449,1,0.035486160397444996
PROD00024,PROD00053,1,0.035486160397444996
PROD00024,PROD00161,1,0.035486160397444996
PROD00053,PROD00161,1,0.035486160397444996
PROD00076,PROD00401,1,0.035486160397444996
PROD00224,PROD00251,1,0.035486160397444996
PROD00111,PROD00129,1,0.035486160397444996
PROD00111,PROD00135,1,0.035486160397444996
PROD00129,PROD00135,1,0.035486160397444996
PROD00326,PROD00434,1,0.035486160397444996
PROD00267,PROD00302,1,0.035486160397444996
PROD00005,PROD00172,1,0.035486160397444996
PROD00005,PROD00229,1,0.035486160397444996
PROD00172,PROD00229,1,0.035486160397444996
PROD00016,PROD00454,1,0.035486160397444996
PROD00226,PROD00272,1,0.035486160397444996
PROD00222,PROD00477,1,0.035486160397444996
PROD00196,PROD00206,1,0.035486160397444996
PROD00112,PROD00230,1,0.035486160397444996
PROD00112,PROD00363,1,0.035486160397444996
PROD00230,PROD00363,1,0.035486160397444996
PROD00169,PROD00327,1,0.035486160397444996
PROD00169,PROD00349,1,0.035486160397444996
PROD00327,PROD00349,1,0.035486160397444996
PROD00095,PROD00446,1,0.035486160397444996
PROD00022,PROD00303,1,0.035486160397444996
PROD00135,PROD00380,1,0.035486160397444996
PROD00257,PROD00380,1,0.035486160397444996
PROD00022,PROD00149,1,0.035486160397444996
PROD00394,PROD00429,1,0.035486160397444996
PROD00281,PROD00427,1,0.035486160397444996
PROD00068,PROD00102,1,0.035486160397444996
PROD00068,PROD00348,1,0.035486160397444996
PROD00102,PROD00348,1,0.035486160397444996
PROD00053,PROD00255,1,0.035486160397444996
PROD00142,PROD00255,1,0.035486160397444996
PROD00105,PROD00110,1,0.035486160397444996
PROD00105,PROD00340,1,0.035486160397444996
PROD00105,PROD00490,1,0.035486160397444996
PROD00110,PROD00340,1,0.035486160397444996
PROD00110,PROD00490,1,0.035486160397444996
PROD00340,PROD00490,1,0.035486160397444996
PROD00180,PROD00280,1,0.035486160397444996
PROD00180,PROD00331,1,0.035486160397444996
PROD00180,PROD00348,1,0.035486160397444996
PROD00280,PROD00331,1,0.035486160397444996
PROD00331,PROD00348,1,0.035486160397444996
PROD00168,PROD00266,1,0.035486160397444996
PROD00229,PROD00270,1,0.035486160397444996
PROD00048,PROD00128,1,0.035486160397444996
PROD00048,PROD00172,1,0.035486160397444996
PROD00128,PROD00172,1,0.035486160397444996
PROD00075,PROD00296,1,0.035486160397444996
PROD00075,PROD00401,1,0.035486160397444996
PROD00075,PROD00405,1,0.035486160397444996
PROD00296,PROD00401,1,0.035486160397444996
PROD00296,PROD00405,1,0.035486160397444996
PROD00401,PROD00405,1,0.035486160397444996
PROD00286,PROD00397,1,0.035486160397444996
PROD00168,PROD00494,1,0.035486160397444996
PROD00288,PROD00347,1,0.035486160397444996
PROD00115,PROD00121,1,0.035486160397444996
PROD00066,PROD00107,1,0.035486160397444996
PROD00236,PROD00461,1,0.035486160397444996
PROD00149,PROD00411,1,0.035486160397444996
PROD00375,PROD00460,1,0.035486160397444996
PROD00043,PROD00126,1,0.035486160397444996
PROD00043,PROD00313,1,0.035486160397444996
PROD00126,PROD00313,1,0.035486160397444996
PROD00047,PROD00197,1,0.035486160397444996
PROD00047,PROD00233,1,0.035486160397444996
PROD00047,PROD00435,1,0.035486160397444996
PROD00197,PROD00233,1,0.035486160397444996
PROD00197,PROD00435,1,0.035486160397444996
PROD00233,PROD00435,1,0.035486160397444996
PROD00162,PROD00399,1,0.035486160397444996
PROD00120,PROD00231,1,0.035486160397444996
PROD00120,PROD00476,1,0.035486160397444996
PROD00231,PROD00476,1,0.035486160397444996
PROD00194,PROD00233,1,0.035486160397444996
PROD00189,PROD00431,1,0.035486160397444996
PROD00189,PROD00477,1,0.035486160397444996
PROD00431,PROD00477,1,0.035486160397444996
PROD00339,PROD00420,1,0.035486160397444996
PROD00454,PROD00481,1,0.035486160397444996
PROD00035,PROD00240,1,0.035486160397444996
PROD00240,PROD00335,1,0.035486160397444996
PROD00104,PROD00231,1,0.035486160397444996
PROD00272,PROD00375,1,0.035486160397444996
PROD00272,PROD00401,1,0.035486160397444996
PROD00375,PROD00401,1,0.035486160397444996
PROD00097,PROD00186,1,0.035486160397444996
PROD00097,PROD00243,1,0.035486160397444996
PROD00186,PROD00243,1,0.035486160397444996
PROD00111,PROD00158,1,0.035486160397444996
PROD00064,PROD00077,1,0.035486160397444996
PROD00064,PROD00196,1,0.035486160397444996
PROD00077,PROD00196,1,0.035486160397444996
PROD00126,PROD00392,1,0.035486160397444996
PROD00464,PROD00478,1,0.035486160397444996
PROD00009,PROD00035,1,0.035486160397444996
PROD00391,PROD00434,1,0.035486160397444996
PROD00028,PROD00203,1,0.035486160397444996
PROD00427,PROD00482,1,0.035486160397444996
PROD00296,PROD00397,1,0.035486160397444996
PROD00101,PROD00112,1,0.035486160397444996
PROD00101,PROD00223,1,0.035486160397444996
PROD00101,PROD00346,1,0.035486160397444996
PROD00112,PROD00223,1,0.035486160397444996
PROD00112,PROD00346,1,0.035486160397444996
PROD00223,PROD00346,1,0.035486160397444996
PROD00225,PROD00314,1,0.035486160397444996
PROD00225,PROD00332,1,0.035486160397444996
PROD00314,PROD00332,1,0.035486160397444996
PROD00300,PROD00417,1,0.035486160397444996
PROD00004,PROD00057,1,0.035486160397444996
PROD00004,PROD00146,1,0.035486160397444996
PROD00004,PROD00149,1,0.035486160397444996
PROD00057,PROD00146,1,0.035486160397444996
PROD00057,PROD00149,1,0.035486160397444996
PROD00146,PROD00149,1,0.035486160397444996
PROD00263,PROD00492,1,0.035486160397444996
PROD00042,PROD00245,1,0.035486160397444996
PROD00042,PROD00323,1,0.035486160397444996
PROD00042,PROD00427,1,0.035486160397444996
PROD00245,PROD00323,1,0.035486160397444996
PROD00245,PROD00427,1,0.035486160397444996
PROD00323,PROD00427,1,0.035486160397444996
PROD00275,PROD00385,1,0.035486160397444996
PROD00010,PROD00353,1,0.035486160397444996
PROD00364,PROD00386,1,0.035486160397444996
PROD00386,PROD00489,1,0.035486160397444996
PROD00196,PROD00332,1,0.035486160397444996
PROD00196,PROD00465,1,0.035486160397444996
PROD00332,PROD00465,1,0.035486160397444996
PROD00042,PROD00334,1,0.035486160397444996
PROD00314,PROD00406,1,0.035486160397444996
PROD00122,PROD00280,1,0.035486160397444996
PROD00122,PROD00479,1,0.035486160397444996
PROD00280,PROD00479,1,0.035486160397444996
PROD00361,PROD00474,1,0.035486160397444996
PROD00034,PROD00129,1,0.035486160397444996
PROD00034,PROD00252,1,0.035486160397444996
PROD00129,PROD00252,1,0.035486160397444996
PROD00163,PROD00226,1,0.035486160397444996
PROD00163,PROD00384,1,0.035486160397444996
PROD00226,PROD00384,1,0.035486160397444996
PROD00009,PROD00274,1,0.035486160397444996
PROD00009,PROD00460,1,0.035486160397444996
PROD00274,PROD00460,1,0.035486160397444996
PROD00014,PROD00121,1,0.035486160397444996
PROD00194,PROD00407,1,0.035486160397444996
PROD00284,PROD00435,1,0.035486160397444996
PROD00284,PROD00464,1,0.035486160397444996
PROD00435,PROD00464,1,0.035486160397444996
PROD00022,PROD00143,1,0.035486160397444996
PROD00276,PROD00285,1,0.035486160397444996
PROD00099,PROD00465,1,0.035486160397444996
PROD00157,PROD00424,1,0.035486160397444996
PROD00164,PROD00345,1,0.035486160397444996
PROD00064,PROD00089,1,0.035486160397444996
PROD00064,PROD00401,1,0.035486160397444996
PROD00089,PROD00401,1,0.035486160397444996
PROD00133,PROD00281,1,0.035486160397444996
PROD00133,PROD00289,1,0.035486160397444996
PROD00281,PROD00289,1,0.035486160397444996
PROD00015,PROD00417,1,0.035486160397444996
PROD00038,PROD00064,1,0.035486160397444996
PROD00006,PROD00195,1,0.035486160397444996
PROD00006,PROD00251,1,0.035486160397444996
PROD00053,PROD00195,1,0.035486160397444996
PROD00053,PROD00251,1,0.035486160397444996
PROD00195,PROD00251,1,0.035486160397444996
PROD00070,PROD00162,1,0.035486160397444996
PROD00070,PROD00397,1,0.035486160397444996
PROD00162,PROD00397,1,0.035486160397444996
PROD00212,PROD00406,1,0.035486160397444996
PROD00094,PROD00410,1,0.035486160397444996
PROD00378,PROD00478,1,0.035486160397444996
PROD00255,PROD00367,1,0.035486160397444996
PROD00367,PROD00447,1,0.035486160397444996
PROD00018,PROD00126,1,0.035486160397444996
PROD00018,PROD00301,1,0.035486160397444996
PROD00018,PROD00407,1,0.035486160397444996
PROD00126,PROD00301,1,0.035486160397444996
PROD00126,PROD00407,1,0.035486160397444996
PROD00301,PROD00407,1,0.035486160397444996
PROD00149,PROD00444,1,0.035486160397444996
PROD00130,PROD00185,1,0.035486160397444996
PROD00130,PROD00441,1,0.035486160397444996
PROD00185,PROD00441,1,0.035486160397444996
PROD00306,PROD00325,1,0.035486160397444996
PROD00053,PROD00237,1,0.035486160397444996
PROD00009,PROD00494,1,0.035486160397444996
PROD00150,PROD00348,1,0.035486160397444996
PROD00247,PROD00252,1,0.035486160397444996
PROD00247,PROD00407,1,0.035486160397444996
PROD00252,PROD00407,1,0.035486160397444996
PROD00069,PROD00367,1,0.035486160397444996
PROD00069,PROD00404,1,0.035486160397444996
PROD00367,PROD00404,1,0.035486160397444996
PROD00093,PROD00183,1,0.035486160397444996
PROD00027,PROD00244,1,0.035486160397444996
PROD00351,PROD00354,1,0.035486160397444996
PROD00253,PROD00333,1,0.035486160397444996
PROD00050,PROD00156,1,0.035486160397444996
PROD00050,PROD00295,1,0.035486160397444996
PROD00050,PROD00386,1,0.035486160397444996
PROD00156,PROD00295,1,0.035486160397444996
PROD00156,PROD00386,1,0.035486160397444996
PROD00295,PROD00386,1,0.035486160397444996
PROD00297,PROD00403,1,0.035486160397444996
PROD00024,PROD00311,1,0.035486160397444996
PROD00097,PROD00174,1,0.035486160397444996
PROD00097,PROD00208,1,0.035486160397444996
PROD00097,PROD00335,1,0.035486160397444996
PROD00174,PROD00208,1,0.035486160397444996
PROD00174,PROD00335,1,0.035486160397444996
PROD00208,PROD00335,1,0.035486160397444996
PROD00043,PROD00225,1,0.035486160397444996
PROD00043,PROD00339,1,0.035486160397444996
PROD00225,PROD00339,1,0.035486160397444996
PROD00310,PROD00376,1,0.035486160397444996
PROD00057,PROD00137,1,0.035486160397444996
PROD00206,PROD00252,1,0.035486160397444996
PROD00206,PROD00472,1,0.035486160397444996
PROD00252,PROD00472,1,0.035486160397444996
PROD00119,PROD00331,1,0.035486160397444996
PROD00041,PROD00460,1,0.035486160397444996
PROD00176,PROD00268,1,0.035486160397444996
PROD00038,PROD00480,1,0.035486160397444996
PROD00179,PROD00204,1,0.035486160397444996
PROD00179,PROD00490,1,0.035486160397444996
PROD00204,PROD00490,1,0.035486160397444996
PROD00224,PROD00276,1,0.035486160397444996
PROD00224,PROD00341,1,0.035486160397444996
PROD00276,PROD00341,1,0.035486160397444996
PROD00161,PROD00439,1,0.035486160397444996
PROD00064,PROD00398,1,0.035486160397444996
PROD00173,PROD00201,1,0.035486160397444996
PROD00008,PROD00121,1,0.035486160397444996
PROD00082,PROD00458,1,0.035486160397444996
PROD00003,PROD00139,1,0.035486160397444996
PROD00229,PROD00243,1,0.035486160397444996
PROD00229,PROD00416,1,0.035486160397444996
PROD00243,PROD00416,1,0.035486160397444996
PROD00046,PROD00216,1,0.035486160397444996
PROD00218,PROD00331,1,0.035486160397444996
PROD00218,PROD00441,1,0.035486160397444996
PROD00331,PROD00441,1,0.035486160397444996
PROD00147,PROD00420,1,0.035486160397444996
PROD00292,PROD00432,1,0.035486160397444996
PROD00067,PROD00102,1,0.035486160397444996
PROD00067,PROD00233,1,0.035486160397444996
PROD00102,PROD00233,1,0.035486160397444996
PROD00102,PROD00329,1,0.035486160397444996
PROD00077,PROD00388,1,0.035486160397444996
PROD00075,PROD00385,1,0.035486160397444996
PROD00075,PROD00436,1,0.035486160397444996
PROD00385,PROD00436,1,0.035486160397444996
PROD00045,PROD00198,1,0.035486160397444996
PROD00045,PROD00280,1,0.035486160397444996
PROD00198,PROD00280,1,0.035486160397444996
PROD00043,PROD00185,1,0.035486160397444996
PROD00043,PROD00267,1,0.035486160397444996
PROD00185,PROD00267,1,0.035486160397444996
PROD00047,PROD00398,1,0.035486160397444996
PROD00402,PROD00443,1,0.035486160397444996
PROD00059,PROD00060,1,0.035486160397444996
PROD00192,PROD00441,1,0.035486160397444996
PROD00046,PROD00113,1,0.035486160397444996
PROD00002,PROD00271,1,0.035486160397444996
PROD00119,PROD00165,1,0.035486160397444996
PROD00119,PROD00168,1,0.035486160397444996
PROD00165,PROD00168,1,0.035486160397444996
PROD00047,PROD00056,1,0.035486160397444996
PROD00047,PROD00081,1,0.035486160397444996
PROD00047,PROD00385,1,0.035486160397444996
PROD00056,PROD00081,1,0.035486160397444996
PROD00056,PROD00385,1,0.035486160397444996
PROD00081,PROD00385,1,0.035486160397444996
PROD00262,PROD00468,1,0.035486160397444996
PROD00230,PROD00378,1,0.035486160397444996
PROD00020,PROD00291,1,0.035486160397444996
PROD00302,PROD00326,1,0.035486160397444996
PROD00174,PROD00372,1,0.035486160397444996
PROD00147,PROD00274,1,0.035486160397444996
PROD00068,PROD00178,1,0.035486160397444996
PROD00094,PROD00455,1,0.035486160397444996
PROD00157,PROD00483,1,0.035486160397444996
PROD00057,PROD00461,1,0.035486160397444996
PROD00129,PROD00462,1,0.035486160397444996
PROD00292,PROD00416,1,0.035486160397444996
PROD00121,PROD00460,1,0.035486160397444996
PROD00229,PROD00384,1,0.035486160397444996
PROD00001,PROD00023,1,0.035486160397444996
PROD00001,PROD00466,1,0.035486160397444996
PROD00023,PROD00466,1,0.035486160397444996
PROD00035,PROD00182,1,0.035486160397444996
PROD00035,PROD00368,1,0.035486160397444996
PROD00182,PROD00368,1,0.035486160397444996
PROD00118,PROD00304,1,0.035486160397444996
PROD00175,PROD00223,1,0.035486160397444996
PROD00175,PROD00414,1,0.035486160397444996
PROD00223,PROD00414,1,0.035486160397444996
PROD00109,PROD00215,1,0.035486160397444996
PROD00012,PROD00270,1,0.035486160397444996
PROD00012,PROD00449,1,0.035486160397444996
PROD00270,PROD00449,1,0.035486160397444996
PROD00088,PROD00483,1,0.035486160397444996
PROD00108,PROD00320,1,0.035486160397444996
PROD00108,PROD00403,1,0.035486160397444996
PROD00320,PROD00403,1,0.035486160397444996
PROD00223,PROD00383,1,0.035486160397444996
PROD00022,PROD00147,1,0.035486160397444996
PROD00022,PROD00260,1,0.035486160397444996
PROD00147,PROD00260,1,0.035486160397444996
PROD00160,PROD00183,1,0.035486160397444996
PROD00160,PROD00194,1,0.035486160397444996
PROD00183,PROD00194,1,0.035486160397444996
PROD00184,PROD00379,1,0.035486160397444996
PROD00184,PROD00396,1,0.035486160397444996
PROD00379,PROD00396,1,0.035486160397444996
PROD00070,PROD00385,1,0.035486160397444996
PROD00157,PROD00418,1,0.035486160397444996
PROD00131,PROD00339,1,0.035486160397444996
PROD00131,PROD00377,1,0.035486160397444996
PROD00339,PROD00377,1,0.035486160397444996
PROD00171,PROD00299,1,0.035486160397444996
PROD00171,PROD00320,1,0.035486160397444996
PROD00299,PROD00320,1,0.035486160397444996
PROD00131,PROD00170,1,0.035486160397444996
PROD00351,PROD00411,1,0.035486160397444996
PROD00258,PROD00368,1,0.035486160397444996
PROD00213,PROD00287,1,0.035486160397444996
PROD00008,PROD00328,1,0.035486160397444996
PROD00097,PROD00172,1,0.035486160397444996
PROD00097,PROD00213,1,0.035486160397444996
PROD00172,PROD00213,1,0.035486160397444996
PROD00199,PROD00450,1,0.035486160397444996
PROD00105,PROD00200,1,0.035486160397444996
PROD00089,PROD00099,1,0.035486160397444996
PROD00005,PROD00430,1,0.035486160397444996
PROD00005,PROD00451,1,0.035486160397444996
PROD00156,PROD00443,1,0.035486160397444996
PROD00212,PROD00342,1,0.035486160397444996
PROD00049,PROD00336,1,0.035486160397444996
PROD00198,PROD00202,1,0.035486160397444996
PROD00198,PROD00218,1,0.035486160397444996
PROD00202,PROD00218,1,0.035486160397444996
PROD00089,PROD00342,1,0.035486160397444996
PROD00319,PROD00435,1,0.035486160397444996
PROD00319,PROD00438,1,0.035486160397444996
PROD00435,PROD00438,1,0.035486160397444996
PROD00071,PROD00261,1,0.035486160397444996
PROD00430,PROD00442,1,0.035486160397444996
PROD00039,PROD00129,1,0.035486160397444996
PROD00039,PROD00201,1,0.035486160397444996
PROD00129,PROD00201,1,0.035486160397444996
PROD00272,PROD00295,1,0.035486160397444996
PROD00035,PROD00054,1,0.035486160397444996
PROD00196,PROD00386,1,0.035486160397444996
PROD00027,PROD00128,1,0.035486160397444996
PROD00027,PROD00472,1,0.035486160397444996
PROD00128,PROD00472,1,0.035486160397444996
PROD00293,PROD00445,1,0.035486160397444996
PROD00095,PROD00179,1,0.035486160397444996
PROD00464,PROD00469,1,0.035486160397444996
PROD00297,PROD00417,1,0.035486160397444996
PROD00011,PROD00296,1,0.035486160397444996
